"","CSIScontractID","IsOriginal","IsComplete","Action.Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","StartFiscal_Year","WhyMissing"
"219",25352864,NA,1,0,0,1,NA,2013-03-01,2013-03-01,2013-04-01,2013,"Close/Term LastCurrent Out of Range"
"220",25362683,NA,1,0,0,0,2013-08-16,2014-04-10,NA,2014-04-10,2014,"Unknown Other"
"221",26303588,NA,1,9382467.05,0,1,2019-06-28,2013-09-10,2016-03-29,2013-09-10,2013,"Close/Term LastCurrent Out of Range"
"222",1442412,NA,1,0,1,0,NA,2008-02-21,NA,2008-02-21,2008,"Close/Term LastCurrent Out of Range"
"223",18966953,NA,1,0,1,0,2000-04-16,2009-08-20,NA,2009-08-20,2009,"Unknown Close/Term"
"224",27789943,NA,1,758679.8799,1,0,2017-09-30,2014-09-16,2016-08-17,2014-09-16,2014,"Close/Term LastCurrent Out of Range"
"225",62234276,NA,1,49407.2,0,0,2016-10-24,2015-06-01,2015-06-01,2015-06-01,2015,"Unknown Other"
"226",8294472,NA,1,0,0,1,NA,2009-05-01,2009-05-01,2009-05-01,2009,"Close/Term LastCurrent Out of Range"
"227",62235175,NA,1,0,0,1,2016-02-22,2014-10-29,2014-10-29,2014-10-29,2015,"Unknown Close/Term"
"228",26183439,NA,1,0,0,0,2014-01-31,2013-07-26,NA,2013-07-26,2013,"Unknown Other"
"229",9303089,NA,1,-50015,1,0,2000-05-31,2008-01-14,NA,2008-01-10,2008,"Unknown Close/Term"
"230",4168156,NA,1,0,1,0,NA,2011-12-19,2012-06-11,2011-12-19,2012,"Close/Term LastCurrent Out of Range"
"231",60391399,NA,1,0,1,0,2016-12-23,2015-04-07,2015-04-07,2015-04-07,2015,"Unknown Close/Term"
"232",8012889,NA,1,0,0,1,NA,2008-12-08,2008-12-08,2009-01-01,2009,"Close/Term LastCurrent Out of Range"
"233",62492280,NA,1,-470.88,0,0,2015-03-16,2015-05-18,NA,2015-05-18,2015,"Unknown Other"
"234",66546974,NA,1,0,1,1,2016-05-16,2015-10-16,2015-10-16,2015-10-16,2016,"Unknown Close/Term"
"235",25554793,NA,1,103282.1602,1,0,2018-09-30,2013-07-11,2013-07-11,2013-07-11,2013,"Close/Term LastCurrent Out of Range"
"236",28490056,NA,1,0,1,0,2019-01-02,2014-01-22,2014-01-22,2014-01-22,2014,"Close/Term LastCurrent Out of Range"
"237",62489282,NA,1,103236,0,1,2019-01-30,2015-05-08,2015-05-08,2015-05-08,2015,"Close/Term LastCurrent Out of Range"
"238",4167236,NA,1,0,0,1,NA,2011-03-21,2011-09-30,2011-04-01,2011,"Close/Term LastCurrent Out of Range"
"239",25881861,NA,1,-128717.9928,0,0,2014-09-18,2013-10-24,NA,2013-10-23,2014,"Unknown Other"
"240",25880693,NA,1,4505450,0,0,2015-06-30,2013-06-19,2015-09-30,2013-06-19,2013,"Unknown Other"
"241",18804292,NA,1,0,0,0,2014-04-04,2008-05-29,2008-05-29,2008-05-29,2008,"Unknown Other"
"242",24216035,NA,1,356947.7828,1,1,2017-10-31,2012-08-31,2016-12-08,2012-09-01,2012,"Close/Term LastCurrent Out of Range"
"243",62459297,NA,1,0,0,0,2016-07-18,2015-04-23,2015-04-23,2015-04-23,2015,"Unknown Other"
"244",28441871,NA,1,17190.2902,1,0,2019-09-30,2014-09-05,2014-09-05,2014-08-19,2014,"Close/Term LastCurrent Out of Range"
"245",25726724,NA,1,46986.5317,1,0,2017-12-31,2013-09-03,2016-09-12,2013-08-26,2013,"Close/Term LastCurrent Out of Range"
"246",62995954,NA,1,230332.3206,1,0,2018-03-20,2014-12-10,2014-12-10,2014-12-10,2015,"Close/Term LastCurrent Out of Range"
"247",62444819,NA,1,0,0,1,2018-08-19,2014-11-12,2014-11-12,2014-11-12,2015,"Close/Term LastCurrent Out of Range"
"248",5270396,NA,1,0,0,1,NA,2010-11-23,2010-11-23,2010-11-23,2011,"Close/Term LastCurrent Out of Range"
"249",4167235,NA,1,0,0,1,NA,2011-03-15,2011-09-29,2011-04-01,2011,"Close/Term LastCurrent Out of Range"
"250",3537001,NA,1,0,1,0,NA,2008-03-24,2008-03-24,2008-03-20,2008,"Close/Term LastCurrent Out of Range"
"251",25342706,NA,1,-2695,0,0,2013-03-25,2013-01-11,NA,2013-01-11,2013,"Unknown Other"
"252",25147591,NA,1,0,0,0,2013-02-06,2013-01-29,NA,2013-01-28,2013,"Unknown Other"
"253",60615763,NA,1,445,0,0,2015-12-01,2015-02-04,2015-02-09,2015-02-04,2015,"Unknown Other"
"254",8701812,NA,1,0,1,0,NA,2008-10-21,2008-10-21,2008-10-01,2009,"Close/Term LastCurrent Out of Range"
"255",25560165,NA,1,0,0,0,2013-07-29,2013-05-27,NA,2013-06-01,2013,"Unknown Other"
"256",18966993,NA,1,0,1,0,1999-11-19,2009-05-05,NA,2009-05-05,2009,"Unknown Close/Term"
"257",25345990,NA,1,0,0,0,2015-07-20,2015-06-05,NA,2015-06-05,2015,"Unknown Other"
"258",66327506,NA,1,223.17,1,1,2018-03-14,2015-12-14,2015-12-14,2015-12-14,2016,"Close/Term LastCurrent Out of Range"
"259",62908125,NA,1,38856.4883,1,0,2020-09-30,2015-07-31,2015-07-31,2015-07-31,2015,"Close/Term LastCurrent Out of Range"
"260",3033521,NA,1,2e-04,0,1,2013-08-26,2012-05-03,2012-05-03,2012-05-03,2012,"Unknown Close/Term"
"261",4165221,NA,1,0,0,1,NA,2010-02-16,2012-08-02,2010-02-16,2010,"Close/Term LastCurrent Out of Range"
"262",2942532,NA,1,-197.25,1,0,1998-02-06,2010-07-21,NA,2010-07-21,2010,"Unknown Close/Term"
"263",8029719,NA,1,0,1,1,NA,2012-05-23,NA,2012-05-22,2012,"Close/Term LastCurrent Out of Range"
"264",62933481,NA,1,1175134.9111,1,0,2017-10-14,2015-09-28,2016-09-30,2015-09-27,2015,"Close/Term LastCurrent Out of Range"
"265",66345242,NA,1,0,0,0,2016-07-05,2015-10-27,2015-10-27,2015-10-27,2016,"Unknown Other"
"266",60417180,NA,1,5685,0,0,2015-05-25,2015-05-15,2015-05-15,2015-05-15,2015,"Unknown Other"
"267",27400873,NA,1,0,0,1,NA,2013-10-18,2013-10-18,2013-10-18,2014,"Close/Term LastCurrent Out of Range"
"268",18804487,NA,1,0,0,0,2015-04-04,2008-05-29,2008-05-29,2008-05-29,2008,"Unknown Other"
"269",25164644,NA,1,39390,1,1,NA,2013-07-05,NA,1998-06-01,2013,"Close/Term LastCurrent Out of Range"
"270",25925093,NA,1,0,0,0,2014-04-30,2014-01-27,NA,2014-01-27,2014,"Unknown Other"
"271",25555738,NA,1,0,0,0,2013-12-31,2013-09-10,NA,2013-09-10,2013,"Unknown Other"
"272",4165289,NA,1,0,0,1,NA,2010-07-29,2012-07-24,2010-08-01,2010,"Close/Term LastCurrent Out of Range"
"273",27859858,NA,1,11378.98,1,0,2015-08-30,2014-08-25,2014-08-25,2014-08-25,2014,"Unknown Close/Term"
"274",18190158,NA,1,106465.7934,1,1,2017-12-08,2010-08-25,2011-10-29,2010-08-25,2010,"Close/Term LastCurrent Out of Range"
"275",8006203,NA,1,0,0,1,NA,2009-05-20,2009-05-20,2009-05-11,2009,"Close/Term LastCurrent Out of Range"
"276",26315252,NA,1,17520.01,1,0,2013-10-25,2013-09-27,2013-09-27,2013-09-26,2013,"Unknown Close/Term"
"277",2145910,NA,1,0,1,0,NA,2008-02-27,2010-02-25,2008-02-28,2008,"Close/Term LastCurrent Out of Range"
"278",25556877,NA,1,0,0,0,2013-07-22,2013-04-15,NA,2013-04-15,2013,"Unknown Other"
"279",25150264,NA,1,0,1,1,NA,2013-03-01,NA,2013-03-01,2013,"Close/Term LastCurrent Out of Range"
"280",4165218,NA,1,0,0,1,NA,2009-11-27,2012-03-29,2009-12-30,2010,"Close/Term LastCurrent Out of Range"
"281",7952795,NA,1,0,0,1,NA,2010-02-11,NA,2010-02-11,2010,"Close/Term LastCurrent Out of Range"
"282",26364984,NA,1,-11803.8,0,0,2014-01-05,2013-12-09,NA,2013-12-09,2014,"Unknown Other"
"283",61801268,NA,1,149725.4004,1,0,2017-08-31,2015-08-18,2016-08-08,2015-09-01,2015,"Close/Term LastCurrent Out of Range"
"284",17680300,NA,1,-48,1,0,1999-12-25,2010-07-12,NA,2010-07-21,2010,"Unknown Close/Term"
"285",25457975,NA,1,0,0,0,2013-06-17,2013-05-03,NA,2013-05-02,2013,"Unknown Other"
"286",9942570,NA,1,-3637.8999,0,0,2010-03-31,2010-03-03,NA,2010-03-03,2010,"Unknown Other"
"287",3464105,NA,1,212816,1,0,2017-09-27,2012-09-04,2016-09-12,2012-09-28,2012,"Close/Term LastCurrent Out of Range"
"288",25862191,NA,1,0,0,0,2013-04-05,2013-04-11,NA,2013-04-05,2013,"Unknown Other"
"289",25421920,NA,1,0,0,0,2014-02-14,2014-02-06,NA,2014-02-06,2014,"Unknown Other"
"290",3206366,NA,1,0,1,0,NA,2009-08-18,2009-08-18,2009-08-18,2009,"Close/Term LastCurrent Out of Range"
"291",8660401,NA,1,0,1,0,NA,2009-12-29,2010-02-24,2009-12-31,2010,"Close/Term LastCurrent Out of Range"
"292",25370608,NA,1,-3197.91,1,1,2013-09-16,2014-04-21,NA,2014-04-21,2014,"Unknown Close/Term"
"293",25342448,NA,1,0,0,0,2016-01-11,2014-12-12,NA,2014-12-12,2015,"Unknown Other"
"294",27202316,NA,1,0,0,0,2014-06-06,2014-02-06,2014-02-06,2014-02-06,2014,"Unknown Other"
"295",5270976,NA,1,316680,0,1,2020-12-31,2010-04-08,2010-04-08,2010-04-08,2010,"Close/Term LastCurrent Out of Range"
"296",25841282,NA,1,-1197.6,0,0,2013-09-30,2013-08-16,NA,2013-08-15,2013,"Unknown Other"
"297",8317386,NA,1,0,1,0,NA,2009-09-09,2009-09-09,2009-09-09,2009,"Close/Term LastCurrent Out of Range"
"298",3447484,NA,1,0,0,0,2011-09-30,2011-09-09,NA,2011-09-08,2011,"Unknown Other"
"299",66274979,NA,1,363,0,1,2019-03-19,2015-10-14,2015-10-14,2015-10-14,2016,"Close/Term LastCurrent Out of Range"
"300",62673271,NA,1,0,0,0,2015-03-09,2015-02-25,NA,2015-02-25,2015,"Unknown Other"
"301",25305874,NA,1,0,0,1,NA,2013-06-04,2013-06-04,2013-07-01,2013,"Close/Term LastCurrent Out of Range"
"302",26190058,NA,1,120049.02,0,0,2014-09-15,2013-10-11,2013-10-11,2013-10-11,2014,"Unknown Other"
"303",61434831,NA,1,-3290.26,0,0,2015-01-20,2015-02-03,NA,2015-02-03,2015,"Unknown Other"
"304",25243318,NA,1,-52,1,0,2012-12-18,2013-07-16,NA,2013-03-28,2013,"Unknown Close/Term"
"305",5271473,NA,1,0,1,1,NA,2011-04-11,2011-04-11,2011-04-11,2011,"Close/Term LastCurrent Out of Range"
"306",8118121,NA,1,0,1,0,NA,2009-02-06,2009-08-19,2009-02-06,2009,"Close/Term LastCurrent Out of Range"
"307",27459696,NA,1,0,1,1,2014-12-16,2014-06-19,2014-06-19,2014-06-19,2014,"Unknown Close/Term"
"308",62691973,NA,1,-6420,1,1,2015-05-22,2015-01-16,NA,2015-01-16,2015,"Unknown Close/Term"
"309",3389180,NA,1,0,1,0,NA,2009-10-29,2009-10-29,2009-10-29,2010,"Close/Term LastCurrent Out of Range"
"310",1222564,NA,1,0,0,1,NA,2011-10-01,2011-10-01,2011-10-01,2012,"Close/Term LastCurrent Out of Range"
"311",26371167,NA,1,0,1,0,NA,2013-09-14,2013-09-14,2013-09-13,2013,"Close/Term LastCurrent Out of Range"
"312",25144758,NA,1,59996.1398,1,0,2017-08-05,2013-07-01,2016-09-26,2013-08-06,2013,"Close/Term LastCurrent Out of Range"
"313",25261505,NA,1,-499.96,1,0,2013-11-04,2014-08-26,NA,2014-08-26,2014,"Unknown Close/Term"
"314",27193048,NA,1,31702.5,1,0,2017-06-14,2014-05-15,2016-05-13,2014-05-15,2014,"Close/Term LastCurrent Out of Range"
"315",8341925,NA,1,13220095.9279,0,1,2018-11-07,2012-09-13,2016-05-25,2012-09-13,2012,"Close/Term LastCurrent Out of Range"
"316",60362736,NA,1,839248.6219,1,0,2017-06-30,2015-09-23,2016-06-29,2015-09-16,2015,"Close/Term LastCurrent Out of Range"
"317",25440029,NA,1,0,0,0,2013-02-27,2012-12-14,NA,2012-12-14,2013,"Unknown Other"
"318",1421134,NA,1,0,1,0,NA,2010-04-26,2014-06-26,2010-04-26,2010,"Close/Term LastCurrent Out of Range"
"319",7974668,NA,1,0,0,1,NA,2010-02-26,2010-02-26,2010-02-26,2010,"Close/Term LastCurrent Out of Range"
"320",8239500,NA,1,0,0,1,NA,2011-09-29,2011-09-29,2011-09-29,2011,"Close/Term LastCurrent Out of Range"
"321",1245957,NA,1,0,1,0,NA,2010-02-24,2010-02-24,2010-02-24,2010,"Close/Term LastCurrent Out of Range"
"322",62923428,NA,1,12000,0,0,2015-04-30,2015-03-03,2015-03-03,2015-02-26,2015,"Unknown Other"
"323",60385478,NA,1,-6075.6,1,0,2015-09-30,2015-06-22,NA,2015-06-01,2015,"Unknown Close/Term"
"324",25167031,NA,1,1315.41,1,1,2017-12-02,2013-04-30,2013-04-30,2013-04-30,2013,"Close/Term LastCurrent Out of Range"
"325",8517752,NA,1,0,1,0,NA,2009-03-10,2009-09-26,2009-03-10,2009,"Close/Term LastCurrent Out of Range"
"326",8177464,NA,1,0,0,1,NA,2012-09-27,2012-09-27,2012-09-26,2012,"Close/Term LastCurrent Out of Range"
"327",25577460,NA,1,-246768.88,0,0,2014-08-11,2014-03-11,NA,2014-02-14,2014,"Unknown Other"
"328",27488779,NA,1,0,1,1,NA,2014-03-26,2014-03-26,2014-03-26,2014,"Close/Term LastCurrent Out of Range"
"329",1231130,NA,1,0,1,1,NA,2010-02-05,2010-02-05,2010-02-05,2010,"Close/Term LastCurrent Out of Range"
"330",1582259,NA,1,498201,1,1,NA,2009-05-14,2011-06-13,1999-09-30,2009,"Close/Term LastCurrent Out of Range"
"331",27400914,NA,1,-0.0064,0,1,2018-03-23,2014-05-16,2014-05-16,2014-05-16,2014,"Close/Term LastCurrent Out of Range"
"332",66345092,NA,1,0,0,0,2016-03-21,2015-10-23,2015-10-23,2015-10-23,2016,"Unknown Other"
"333",25203736,NA,1,0,0,0,2013-08-19,2013-08-19,NA,2013-08-19,2013,"Unknown Other"
"334",60343132,NA,1,0,1,0,2020-06-23,2015-07-01,2015-07-01,2015-06-25,2015,"Close/Term LastCurrent Out of Range"
"335",9431633,NA,1,-5941.21,1,0,2008-11-11,2008-11-11,NA,2008-11-11,2009,"Unknown Close/Term"
"336",1406010,NA,1,0,0,1,NA,2009-09-30,2009-09-30,2009-09-30,2009,"Close/Term LastCurrent Out of Range"
"337",18807166,NA,1,-19,0,0,2010-10-28,2009-10-28,NA,2009-10-28,2010,"Unknown Other"
"338",66457242,NA,1,0,0,1,NA,2015-12-21,2015-12-21,2016-02-01,2016,"Close/Term LastCurrent Out of Range"
"339",25872029,NA,1,1509037.46,0,0,2013-09-30,2013-02-05,2013-08-08,2013-01-29,2013,"Unknown Other"
"340",62581219,NA,1,0,1,1,2017-11-06,2015-09-21,2015-09-21,2015-09-21,2015,"Close/Term LastCurrent Out of Range"
"341",66080525,NA,1,0,0,1,2017-06-15,2015-12-22,2015-12-22,2015-12-22,2016,"Close/Term LastCurrent Out of Range"
"342",8123020,NA,1,46890,1,0,2017-02-28,2012-02-29,2016-02-19,2012-03-01,2012,"Close/Term LastCurrent Out of Range"
"343",8117525,NA,1,0,0,1,NA,2008-09-30,2008-09-30,2008-09-30,2008,"Close/Term LastCurrent Out of Range"
"344",27154387,NA,1,0,0,1,NA,2014-06-02,2014-06-02,2014-06-02,2014,"Close/Term LastCurrent Out of Range"
"345",1272189,NA,1,0,1,0,NA,2008-02-27,2012-10-15,2008-02-26,2008,"Close/Term LastCurrent Out of Range"
"346",18767138,NA,1,-16402.9707,0,0,2011-04-23,2010-04-23,NA,2010-04-23,2010,"Unknown Other"
"347",60342626,NA,1,0,0,0,2016-09-07,2014-11-24,2014-11-24,2014-11-24,2015,"Unknown Other"
"348",25554342,NA,1,0,0,0,2013-12-15,2013-07-18,NA,2013-07-18,2013,"Unknown Other"
"349",1531327,NA,1,1574669,1,1,NA,2012-03-19,2012-03-19,1997-09-27,2012,"Close/Term LastCurrent Out of Range"
"350",26326794,NA,1,-13131.18,0,0,2014-05-31,2013-04-12,2013-04-12,2013-04-12,2013,"Unknown Other"
"351",24508644,NA,1,746281.1875,1,0,2030-12-25,2010-05-03,2010-05-03,2010-05-03,2010,"Close/Term LastCurrent Out of Range"
"352",26314584,NA,1,-544.47,0,0,2013-12-05,2013-12-05,NA,2013-11-20,2014,"Unknown Other"
"353",3264941,NA,1,0,0,0,2013-01-27,2012-01-27,2012-01-27,2012-01-27,2012,"Unknown Other"
"354",18966660,NA,1,0,1,0,1998-12-31,2008-11-10,NA,2008-11-10,2009,"Unknown Close/Term"
"355",1373720,NA,1,0,1,0,NA,2011-09-27,2011-09-27,2011-09-27,2011,"Close/Term LastCurrent Out of Range"
"356",26317267,NA,1,0,0,0,2016-12-31,2015-01-27,NA,2015-01-27,2015,"Unknown Other"
"357",1344988,NA,1,0,1,0,NA,2008-09-29,2008-09-29,2008-09-30,2008,"Close/Term LastCurrent Out of Range"
"358",7989248,NA,1,0,1,1,NA,2010-10-14,2010-10-14,2010-10-14,2011,"Close/Term LastCurrent Out of Range"
"359",9846226,NA,1,-6396.0498,0,0,2010-09-23,2009-09-23,NA,2009-09-21,2009,"Unknown Other"
"360",26339928,NA,1,824684.35,0,0,2014-09-30,2013-09-28,2014-08-13,2013-09-28,2013,"Unknown Other"
"361",26327902,NA,1,0,1,0,2018-05-13,2013-05-30,2013-05-30,2013-05-30,2013,"Close/Term LastCurrent Out of Range"
"362",19141229,NA,1,76030.8701,1,0,2017-12-31,2012-06-26,2012-06-26,2012-06-26,2012,"Close/Term LastCurrent Out of Range"
"363",26355749,NA,1,0,0,0,2014-07-14,2013-10-23,NA,2013-10-23,2014,"Unknown Other"
"364",18102805,NA,1,-23421.0703,0,0,2011-01-21,2010-01-21,NA,2010-01-27,2010,"Unknown Other"
"365",63011092,NA,1,17897397.75,1,0,2018-06-30,2015-10-23,2016-07-12,2015-10-24,2016,"Close/Term LastCurrent Out of Range"
"366",25305755,NA,1,0,0,1,NA,2013-05-06,2013-05-06,2013-06-01,2013,"Close/Term LastCurrent Out of Range"
"367",1400696,NA,1,0,1,0,NA,2008-09-27,2008-09-27,2008-09-27,2008,"Close/Term LastCurrent Out of Range"
"368",61218707,NA,1,0,1,0,2019-11-06,2014-11-10,2014-11-10,2014-11-10,2015,"Close/Term LastCurrent Out of Range"
"369",62996789,NA,1,5997156.4219,1,0,2017-01-14,2015-01-13,2016-12-14,2014-01-12,2015,"Close/Term LastCurrent Out of Range"
"370",18190097,NA,1,785717.0938,1,1,2017-10-15,2010-04-09,2011-10-29,2010-04-09,2010,"Close/Term LastCurrent Out of Range"
"371",26376489,NA,1,0,0,0,2013-12-31,2013-12-11,NA,2013-12-10,2014,"Unknown Other"
"372",25881210,NA,1,0,1,0,2018-06-13,2013-06-14,2013-06-14,2013-06-14,2013,"Close/Term LastCurrent Out of Range"
"373",2891509,NA,1,0,0,1,NA,2011-04-15,2011-04-15,2011-04-15,2011,"Close/Term LastCurrent Out of Range"
"374",1348665,NA,1,0,1,0,NA,2008-08-18,2008-08-18,2008-08-18,2008,"Close/Term LastCurrent Out of Range"
"375",60344166,NA,1,217922.2375,0,0,2016-07-31,2015-06-15,2016-01-26,2015-06-18,2015,"Unknown Other"
"376",25150262,NA,1,0,1,1,NA,2012-11-22,NA,2012-11-15,2013,"Close/Term LastCurrent Out of Range"
"377",25231341,NA,1,5893,0,0,2015-10-16,2014-09-18,2014-09-18,2014-09-18,2014,"Unknown Other"
"378",4398062,NA,1,0,0,1,NA,2008-10-10,2008-10-10,2008-10-10,2009,"Close/Term LastCurrent Out of Range"
"379",1272188,NA,1,0,1,0,NA,2008-01-16,2008-11-19,2008-02-01,2008,"Close/Term LastCurrent Out of Range"
"380",60807792,NA,1,46488760.98,1,0,2017-03-09,2015-03-31,2016-01-22,2015-03-31,2015,"Close/Term LastCurrent Out of Range"
"381",60362034,NA,1,68813,0,1,2021-09-30,2015-08-25,2015-08-25,2015-08-25,2015,"Close/Term LastCurrent Out of Range"
"382",62654244,NA,1,-15300,0,0,2016-04-11,2015-02-24,NA,2015-02-24,2015,"Unknown Other"
"383",8442331,NA,1,0,0,1,NA,2011-02-24,2011-02-24,2011-02-24,2011,"Close/Term LastCurrent Out of Range"
"384",25305895,NA,1,0,0,1,NA,2013-08-01,2013-11-25,2013-08-01,2013,"Close/Term LastCurrent Out of Range"
"385",8654318,NA,1,545168.8117,1,0,2020-09-18,2009-09-16,2010-01-14,2009-09-16,2009,"Close/Term LastCurrent Out of Range"
"386",4563591,NA,1,22781.75,0,1,2017-10-06,2011-08-11,2011-08-11,2011-08-11,2011,"Close/Term LastCurrent Out of Range"
"387",8260756,NA,1,0,0,1,NA,2008-07-17,2008-07-17,2008-07-01,2008,"Close/Term LastCurrent Out of Range"
"388",60377346,NA,1,304286.4062,0,1,2018-04-09,2015-04-29,2015-04-29,2015-04-29,2015,"Close/Term LastCurrent Out of Range"
"389",1430382,NA,1,0,0,1,NA,2012-04-16,NA,2012-04-16,2012,"Close/Term LastCurrent Out of Range"
"390",18966456,NA,1,-358.57,1,0,1998-10-07,2008-11-12,NA,2008-11-12,2009,"Unknown Close/Term"
"391",26367270,NA,1,378029.1602,1,0,2018-07-27,2013-09-16,2015-05-07,2013-09-16,2013,"Close/Term LastCurrent Out of Range"
"392",25887273,NA,1,0,0,0,2013-05-31,2013-05-16,NA,2013-05-15,2013,"Unknown Other"
"393",17804350,NA,1,0,1,1,2020-10-27,2011-09-28,2011-09-28,2011-09-27,2011,"Close/Term LastCurrent Out of Range"
"394",60340806,NA,1,0,0,0,2015-10-23,2014-12-17,2014-12-17,2014-12-17,2015,"Unknown Other"
"395",25356279,NA,1,-18000,0,0,2013-10-17,2013-09-17,NA,2013-09-17,2013,"Unknown Other"
"396",1355592,NA,1,0,1,0,NA,2008-04-28,NA,2008-04-28,2008,"Close/Term LastCurrent Out of Range"
"397",25554813,NA,1,4435724.6191,1,0,2018-09-30,2013-08-12,2013-08-12,2013-08-12,2013,"Close/Term LastCurrent Out of Range"
"398",3020118,NA,1,0,1,0,NA,2009-11-04,NA,2009-11-04,2010,"Close/Term LastCurrent Out of Range"
"399",25665646,NA,1,0,0,0,2013-11-21,2013-09-16,NA,2013-09-16,2013,"Unknown Other"
"400",66457299,NA,1,0,0,1,NA,2015-10-06,2015-10-06,2015-10-06,2016,"Close/Term LastCurrent Out of Range"
"401",2152754,NA,1,0,1,0,NA,2008-12-23,NA,2009-05-16,2009,"Close/Term LastCurrent Out of Range"
"402",63221224,NA,1,16780632,0,1,2018-07-01,2015-12-17,2015-12-17,2015-12-17,2016,"Close/Term LastCurrent Out of Range"
"403",1065769,NA,1,698760,1,0,2002-02-14,2008-06-12,NA,1999-03-16,2008,"Unknown Close/Term"
"404",8612231,NA,1,0,0,1,NA,2009-07-23,NA,2009-07-23,2009,"Close/Term LastCurrent Out of Range"
"405",62520688,NA,1,0,1,1,2015-12-17,2015-07-30,2015-07-30,2015-07-30,2015,"Unknown Close/Term"
"406",62045461,NA,1,108251.1298,1,0,2017-10-22,2014-10-22,2016-10-04,2014-10-22,2015,"Close/Term LastCurrent Out of Range"
"407",62603967,NA,1,-6118,1,1,2015-07-14,2015-03-19,NA,2015-03-19,2015,"Unknown Close/Term"
"408",66727379,NA,1,136245.4766,0,1,2018-06-18,2015-11-30,2015-11-30,2015-11-30,2016,"Close/Term LastCurrent Out of Range"
"409",2933019,NA,1,0,1,0,NA,2008-09-04,NA,2008-09-04,2008,"Close/Term LastCurrent Out of Range"
"410",62551124,NA,1,0,0,1,NA,2015-05-08,2015-06-01,2015-05-08,2015,"Close/Term LastCurrent Out of Range"
"411",2942533,NA,1,-305,1,0,1998-09-07,2010-07-21,NA,2010-07-21,2010,"Unknown Close/Term"
"412",1479843,NA,1,256143,1,1,NA,2013-07-19,2013-07-19,1996-07-24,2013,"Close/Term LastCurrent Out of Range"
"413",4167230,NA,1,0,1,1,NA,2011-03-15,2011-03-15,2011-04-01,2011,"Close/Term LastCurrent Out of Range"
"414",28398009,NA,1,0,0,1,NA,2014-06-10,NA,2014-07-01,2014,"Close/Term LastCurrent Out of Range"
"415",17947856,NA,1,11464.2002,0,0,2011-03-31,2010-04-01,2010-04-01,2010-04-01,2010,"Unknown Other"
"416",8024213,NA,1,0,0,1,NA,2009-01-26,2009-01-26,2009-01-27,2009,"Close/Term LastCurrent Out of Range"
"417",25346201,NA,1,38838,0,1,2019-01-30,2013-04-26,2013-04-26,2013-04-26,2013,"Close/Term LastCurrent Out of Range"
"418",27263178,NA,1,0,1,1,NA,2013-11-19,2014-03-27,2013-11-19,2014,"Close/Term LastCurrent Out of Range"
"419",26364765,NA,1,0,0,1,NA,2013-09-25,2013-09-25,2013-09-25,2013,"Close/Term LastCurrent Out of Range"
"420",18966281,NA,1,0,1,0,1999-03-01,2008-12-11,NA,2008-12-11,2009,"Unknown Close/Term"
"421",62241433,NA,1,0,0,1,NA,2014-11-21,NA,2014-11-20,2015,"Close/Term LastCurrent Out of Range"
"422",25223598,NA,1,0,1,0,2013-07-02,2013-07-17,NA,2013-07-16,2013,"Unknown Close/Term"
"423",18048630,NA,1,0,0,1,2020-04-12,2010-03-11,2010-03-11,2010-03-11,2010,"Close/Term LastCurrent Out of Range"
"424",24564463,NA,1,0,0,1,2030-12-25,2012-09-28,2012-09-28,2012-09-28,2012,"Close/Term LastCurrent Out of Range"
"425",3034537,NA,1,0,0,1,2013-03-07,2012-03-12,2012-03-12,2012-03-12,2012,"Unknown Close/Term"
"426",26309094,NA,1,2113702.5569,1,0,2017-03-28,2013-07-11,2016-12-22,2013-07-11,2013,"Close/Term LastCurrent Out of Range"
"427",28387370,NA,1,65955,1,0,2017-09-27,2014-09-24,2016-07-22,2014-09-24,2014,"Close/Term LastCurrent Out of Range"
"428",25801007,NA,1,0,0,0,2013-02-03,2012-12-05,NA,2012-12-05,2013,"Unknown Other"
"429",8174162,NA,1,0,1,1,NA,2012-09-27,2013-08-27,2012-09-28,2012,"Close/Term LastCurrent Out of Range"
"430",25876038,NA,1,-53933,0,0,2014-11-15,2013-02-05,2014-11-13,2013-02-04,2013,"Unknown Other"
"431",3389626,NA,1,0,1,0,NA,2011-03-08,2011-03-08,2011-03-08,2011,"Close/Term LastCurrent Out of Range"
"432",62697652,NA,1,0,0,0,2015-01-30,2015-01-29,NA,2015-01-29,2015,"Unknown Other"
"433",62498594,NA,1,0,0,0,2015-10-29,2015-04-07,NA,2015-04-07,2015,"Unknown Other"
"434",15467087,NA,1,343049.0996,1,0,2017-07-16,2012-07-17,2016-06-20,2012-07-17,2012,"Close/Term LastCurrent Out of Range"
"435",25890363,NA,1,444.16,0,0,2013-07-31,2013-06-03,2013-06-03,2013-06-03,2013,"Unknown Other"
"436",25777787,NA,1,828996,0,0,2014-09-30,2012-10-18,2014-02-27,2012-10-17,2013,"Unknown Other"
"437",26301603,NA,1,5556.15,0,0,2014-02-02,2013-08-02,2013-08-02,2013-08-03,2013,"Unknown Other"
"438",3405372,NA,1,0,0,0,2015-04-07,2009-10-21,NA,2009-11-01,2010,"Unknown Other"
"439",2965656,NA,1,49081122,0,0,1999-09-30,2009-04-21,NA,1993-02-02,2009,"Unknown Other"
