fiscal_year	IsAbove2018constantCommercialItem7500k	IsAbove2018constantCostAccounting2000kThreshold	CostAccountingStandardsClause	costorpricingdata	IsSealedBid	IsCommercialitemacquisitionprocedures	isforeigngovernment	FixedPriceEffective	AlwaysCAUisCASexemptOrWaived	contractingofficerbusinesssizedetermination	n_cau	obligatedamount
2017	0	1	Y	W	0	0	0	0	0	S	2	3479377.9375
2002	0	0	X	N	1	1	0	0	1	O	12	1182910.0000
2021	0	0	X	Y	0	1	0	0	1	O	54	4222723.8673
2017	0	1	Y	N	0	0	0	1	1	S	1	-1888.7800
2006	1	1			0	0	0	0	0	O	8	2979314.8750
2010	0	0	X	N	0	1	1	1	1	O	38	3736011.5318
2017	0	0		W	0	1	1	0	1	O	12	1165267.0000
2009	1	1	N		1	0	0	0	1	S	1	0.0000
2012	0	0	X	N	0	0	0	0	1	S	16081	1182142441.7003
2022	0	0	Y		0	0	0	0	0	O	248	5618020.9220
2001	0	0			0	1	0	0	1	O	27	244434.7177
2015	0	0	Y	W	0	1	0	1	0	S	1	0.0000
2009	1	1	X	W	0	0	1	0	1	O	1	21638844.0000
2019	0	1	NULL	NULL	0	1	0	0	1	S	2	2859669.0000
2008	1	1		N	0	1	0	0	1	S	1	0.0000
2013	0	1	NULL	W	0	0	0	0	0	O	6	-1217259.0000
2022	1	1	X		1	0	0	0	1	O	3	-405776.8750
2005	0	1	Y	Y	0	0	0	0	1	S	59	33239769.0000
2012	0	1	X	N	1	1	0	0	1	O	5	8650281.0000
2017	0	0	NULL	N	0	0	0	0	1	O	25215	849892131.4600
2016	0	1	NULL	W	0	1	0	1	1	S	10	9732211.1500
2008	0	1		N	0	1	0	1	1	S	9	1781193.0528
2019	0	0	Y	N	0	1	0	1	0	O	26	821183.1469
2023	1	1	N	Y	0	1	0	0	1	O	6	7046272.8750
2004	0	1	Y	Y	0	0	0	0	0	S	73	74354842.0000
2011	1	1	N	Y	0	1	0	0	1	S	3	1527669.6250
2001	0	1	Y	Y	0	0	0	0	0	O	434	645938336.0000
2016	0	0		N	0	0	0	1	1	O	345426	4561514423.8984
2024	1	1	NULL	N	0	0	0	0	0	S	5	4298525.0000
2019	1	1	Y	W	0	1	0	1	0	S	1	0.0000
2010	0	0	N	N	1	1	0	1	1	O	7	751924.3906
2001	0	1	Y	N	1	0	0	1	0	O	1	1404822.0000
2002	0	0	X	Y	0	0	0	0	1	S	14266	2061031105.0000
2019	1	1	X	Y	0	1	1	0	1	O	1	0.0000
2022	1	1			0	1	0	0	1	O	885	1284309585.9769
2020	0	0	X	N	1	0	0	1	1	S	1140	217574994.7917
2018	0	0		W	0	0	0	0	1	S	456	24897199.6164
2013	1	1		N	0	1	0	1	1	S	682	1104204816.3132
2009	1	1	Y	W	0	0	0	0	0	O	363	687322744.6049
2018	1	1	Y	N	1	0	0	0	0	O	75	158867718.7294
2022	0	1	X	N	0	0	0	1	1	S	1491	488393125.0524
2011	0	0	Y	NULL	0	0	0	1	1	O	1	0.0000
2017	0	0		W	1	1	0	1	1	S	1	-25778.0000
2010	0	0	Y	N	1	0	0	1	1	S	19	1018842.0702
2017	1	1	X	Y	0	0	0	0	1	S	1763	974743569.8856
2003	0	1	X	N	0	1	0	0	1	O	1139	2506759845.3324
2019	0	1			0	1	0	0	1	S	2365	1207316820.7799
2024	1	1	NULL	W	0	0	0	0	0	O	33	18207329.3447
2019	1	1	X	N	1	0	0	1	1	S	800	875201397.1656
2012	0	1	Y	N	0	1	0	0	1	S	11	889261.4432
2010	0	1	N	N	0	0	0	0	0	O	79	11192101.0469
2022	1	1	X	N	1	1	0	0	1	S	7	0.0000
2015	0	0	NULL	N	0	0	1	1	1	O	120	13544003.7900
2020	0	1	N	N	0	0	1	1	1	O	5	1597828.4844
2010	0	1		W	0	1	0	0	1	O	37	56736550.9924
2023	1	1	NULL	W	0	0	0	0	0	O	169	378628167.0373
2020	1	1	Y	N	1	0	0	0	1	O	1	0.0000
2023	0	0		N	0	0	1	0	1	O	55	4691511.1625
2005	0	0	N	W	0	0	0	0	1	S	1	0.0000
2011	1	1	NULL	N	0	0	0	0	1	S	2	-524421.8800
2016	1	1	X	W	0	0	0	1	1	O	40	14855012.9200
2020	0	0	N	W	0	0	0	0	1	O	2	383894.0000
2024	1	1	X	W	0	1	0	1	1	O	2	0.0000
2020	0	0		N	1	1	0	0	1	S	622	22397796.4981
2016	0	0	N	NULL	0	0	0	0	1	S	25	-72.9000
2016	0	1	N	N	0	0	0	1	1	S	128	8298231.2601
2008	0	0	X		1	0	0	0	1	O	63	7171897.6175
2014	1	1	X	N	1	1	0	1	1	S	62	10239186.4800
2016	0	0	X	N	1	0	0	1	1	S	964	142634852.1106
2020	0	1		W	0	1	0	1	1	O	21	7091149.2757
2020	0	1	Y	W	0	1	0	0	0	S	2	0.0000
2001	0	0	Y	W	0	0	0	0	1	S	3	225607.0000
2012	0	0		W	0	1	0	0	1	S	182	18337757.6943
2018	1	1	X	W	0	1	0	1	1	S	21	12515138.1533
2002	0	0	X	N	1	0	0	1	1	S	43	17083627.0000
2007	0	1	Y	Y	1	0	0	0	1	S	4	1900000.0000
2009	0	1	N	Y	0	1	0	0	1	S	1	3915843.2500
2015	0	0	X	N	1	1	0	1	1	O	72	1220291.0600
2003	1	1	X	Y	0	0	0	0	1	S	1252	1478745845.5975
2023	1	1	Y	Y	1	0	0	0	0	O	9	33118634.5000
2006	0	1	Y	Y	0	0	0	0	1	S	42	22408733.0000
2005	0	1	X	W	0	0	0	0	1	O	87	57144776.9600
2011	1	1	N	W	0	0	0	0	1	O	30	150322271.9376
2016	0	1	X	N	1	1	0	0	1	O	10	769515.7500
2020	1	1		N	1	0	0	0	1	O	81	79172131.9375
2018	1	1	Y	N	0	0	0	1	1	O	23	0.0000
2021	1	1	NULL	N	0	0	0	0	0	S	2	80318.4600
2006	0	1	Y		0	1	0	0	1	S	1	325000.0000
2008	1	1	N	W	0	0	0	0	0	O	9	14518958.0000
2015	0	1	NULL	NULL	0	1	0	0	1	O	481	255908941.6600
2007	0	0	Y	N	1	0	0	0	1	O	41	4158436.0586
2001	1	1	X		0	1	0	0	1	S	17	15289701.0000
2011	0	0		N	0	0	0	0	1	O	80473	5170662605.9681
2023	0	0	X	Y	1	1	0	0	1	O	5	73312.7412
2001	0	0	Y	W	0	0	0	1	0	O	11	718542.0000
2017	0	0	X		0	0	0	0	1	O	264	-8205831.5672
2024	0	0	NULL	W	0	0	0	0	1	O	32	-95367.8263
2020	1	1	NULL	N	0	0	0	0	0	S	2	-6841.6800
2010	0	0	N		0	1	0	0	1	O	1473	51063013.4686
2009	0	1	X	W	1	0	0	0	1	S	1	5650.0000
2022	1	1	N	W	0	0	0	0	1	S	4	0.0000
2004	0	0	X	Y	1	0	0	0	1	S	10	102612.0000
2017	1	1	NULL	N	0	0	NULL	1	1	O	1	0.0000
2024	0	0	NULL	NULL	0	1	0	0	1	O	5471	176344013.8847
2023	0	0	Y	W	0	0	0	1	0	S	19	1545139.9210
2022	0	0	NULL	N	0	1	0	1	1	O	35	890585.3000
2016	1	1	NULL	N	0	0	0	0	0	O	3028	4437586147.4500
2008	1	1	X		1	0	0	0	1	O	57	17303085.8200
2022	1	1		W	1	0	0	0	1	O	1	2211228.5000
2011	0	1	X		0	1	0	0	1	S	1356	221014060.0599
2010	0	0	NULL	NULL	0	0	0	0	1	S	1136	-12491243.7600
2022	1	1	Y	N	0	0	0	0	1	S	21	24801960.1494
2017	0	0	N	Y	0	0	0	0	1	S	83	10055131.5739
2022	0	1	NULL	N	0	0	0	0	0	O	26	986221.7800
2003	0	1	X	N	0	0	0	1	1	S	1876	1227448309.6563
2011	0	1	Y	N	0	0	0	1	0	O	1403	230771593.1232
2020	0	1	Y	Y	1	1	0	0	0	S	1	2259950.0000
2007	1	1	Y	N	0	0	0	1	1	S	176	250443575.5000
2021	0	1	Y	Y	0	0	0	0	1	S	4	38500.0000
2001	0	0		N	0	0	0	0	1	O	78	1299667.4002
2015	1	1	X	NULL	0	0	1	0	1	O	6	0.0000
2016	1	1		N	0	1	0	1	1	O	697	1856357455.0045
2012	1	1	Y	N	1	0	0	0	1	O	25	-19190427.7827
2012	0	1			0	0	0	0	0	O	517	283705212.5748
2009	1	1	Y		0	0	0	0	0	S	46	39724618.0811
2009	0	1	N	W	0	0	0	0	1	S	11	8241314.5000
2012	0	0	X	W	0	0	0	0	1	S	111	7845185.3228
2014	0	0	N		0	1	0	0	1	S	10	7765.6300
2001	0	0	X		0	0	0	0	1	S	9552	1310634675.1617
2019	1	1		N	0	1	0	0	1	S	1942	3785603678.9238
2021	0	1	NULL	N	0	0	0	0	1	S	9	61032.5300
2009	1	1	Y	Y	0	1	0	0	0	O	9	74504656.0000
2019	1	1	N	N	0	0	1	0	1	O	4	0.0000
2020	0	1	Y		0	0	0	0	0	S	4	0.0000
2020	0	1	NULL	NULL	0	1	0	0	1	O	9	3675208.5000
2017	0	1	X	N	1	1	0	0	1	S	7	-647778.0137
2003	0	0			0	1	0	0	1	S	25	695296.5569
2018	0	1	X	Y	0	0	0	0	1	S	2016	545873347.3581
2006	1	1	Y	N	1	0	0	1	1	S	5	4844600.0000
2020	0	0		W	0	0	1	0	1	O	21	5541895.1878
2018	0	1	Y	W	0	0	0	1	0	S	3	5138658.0000
2011	0	0	N	Y	1	0	0	0	1	S	1	0.0000
2023	1	1	X	N	0	0	0	1	1	O	6316	13182056766.8230
2015	1	1		W	0	0	0	1	1	S	4	11974542.8200
2013	0	1	N	NULL	0	1	0	0	1	S	7	0.0000
2023	1	1		N	0	0	0	0	1	S	6285	4640428457.7272
2006	0	0	X	Y	1	0	0	0	1	O	60	10852970.3014
2008	1	1	X	Y	0	1	0	0	1	S	23	28780005.3359
2023	0	0	Y		0	0	0	0	1	O	2	0.0000
2021	0	1	X	W	0	1	0	1	1	O	4	0.0000
2010	1	1	Y	N	1	0	0	0	0	O	21	43802958.8203
2019	0	0		Y	0	0	1	0	1	O	12	4849432.6250
2004	0	1	X		1	1	0	0	1	S	1	0.0000
2020	1	1	X	W	1	0	0	1	1	S	1	0.0000
2022	1	1	X	N	0	0	0	0	0	O	159	42478996.9772
2022	1	1	X	W	0	0	0	0	1	O	128	91723796.4387
2013	0	1	N		0	0	0	0	0	O	1	0.0000
2015	1	1	X	N	1	0	0	0	1	S	52	46524377.7300
2001	0	0	X	N	0	1	0	0	1	O	11796	2106825357.7046
2003	0	0	X	N	0	0	0	1	1		1	0.0000
2020	1	1		N	0	0	0	1	1	S	3293	4307211452.1382
2013	0	0	N	N	0	0	0	0	1	S	1388	31581215.0119
2018	0	0	X	W	0	0	0	0	1	S	95	28643455.3317
2009	0	0	N	N	0	1	0	1	1	S	147	9347653.8932
2017	0	0	NULL	N	1	0	0	0	1	O	61	3977498.8400
2011	0	0	X		0	0	0	0	1	O	11478	11223978.7386
2024	0	0	Y	W	0	0	0	0	0	O	364	3737760.6263
2015	0	0	N	Y	0	0	0	0	1	S	119	9691674.8900
2021	1	1	NULL	N	1	0	0	0	1	S	1	0.0000
2022	1	1	N		0	0	0	0	1	S	4	0.0000
2002	1	1	X	N	1	0	0	1	1	S	3	0.0000
2011	1	1		W	0	0	0	0	1	S	86	114549149.7150
2004	1	1	X	N	0	1	0	0	1	S	481	937511572.4688
2015	0	0	N		0	0	0	0	1	O	4	-10000.1800
2016	0	0	X	N	0	0	0	0	1	S	10727	1187939314.3909
2023	0	0	NULL	NULL	0	0	1	0	1	O	5	488578.2304
2016	0	0	X	Y	1	0	0	0	1	O	3	-28425.4609
2024	0	1	N	Y	0	0	0	0	1	O	9	3190.3994
2016	0	1	N	N	0	1	0	0	1	O	101	8891257.2676
2008	1	1	Y	N	1	0	0	1	1	S	4	290755.0000
2001	0	1		N	0	0	0	0	1	S	1	0.0000
2011	0	0	N	Y	1	1	0	0	1	S	1	0.0000
2011	0	1	X	N	0	0	0	0	0	S	11	1007312.2812
2020	0	0	X	W	0	1	0	0	1	S	77	4147913.1894
2014	1	1		N	0	0	0	0	0	S	401	340688944.4300
2015	0	0		N	0	1	1	1	1	O	9	1228139.6025
2008	0	0	Y	W	0	1	0	1	0	O	1	0.0000
2014	1	1	X	Y	0	1	0	0	1	S	52	4812171.4000
2021	1	1		Y	0	1	0	0	1	S	75	55669598.6775
2010	0	0	X	NULL	1	1	0	0	1	O	3	0.0000
2010	1	1	X	Y	0	0	0	0	0	S	10	10446179.8750
2020	0	1	Y	N	1	1	0	1	0	S	1	9442.5596
2014	0	0	X	N	1	1	0	0	1	O	18	27951.6400
2004	0	0	Y	N	0	1	0	0	1	O	22	11496686.0000
2007	0	0		N	0	1	0	0	1	S	5	111471.7600
2015	0	1	X	Y	0	0	0	0	0	O	56	-2702549.3691
2016	0	1	Y	Y	0	1	0	0	0	S	19	3815351.3125
2024	0	0	NULL	W	0	0	1	0	1	O	6	34108.6446
2012	0	0	Y	Y	0	0	1	0	0	O	13	973109.9700
2022	0	1		N	0	1	0	1	1	O	733	554531023.1552
2023	0	0		N	1	1	0	0	1	S	113	3858983.4615
2015	1	1	N	Y	0	1	0	0	1	O	8	11293378.5400
2022	1	1		N	0	1	0	0	1	O	3868	16864439922.2842
2014	0	0	X		0	0	0	0	1	O	1460	-11353670.6977
2019	0	1	Y		0	1	0	0	0	O	3	0.0000
2008	0	0		N	0	0	0	1	1	O	39	4889948.4773
2010	1	1	Y	N	1	0	0	1	1	S	10	5596154.9844
2004	1	1	X	Y	0	0	0	0	1	S	1463	1744408006.1600
2015	1	1	NULL	Y	1	0	0	0	1	O	9	2414746.0000
2008	0	1	N		0	0	0	0	1	S	63	17506325.6932
2016	0	1	N	N	1	0	0	1	1	O	13	2916211.0100
2022	1	1	X	N	0	1	0	0	1	S	2766	1858071871.8901
2011	1	1	Y	N	0	1	0	0	1	S	15	-172054.8750
2017	0	1			0	0	0	0	1	S	161	63705027.4419
2016	1	1	X	N	0	0	0	0	0	S	20	5007843.6272
2021	1	1	NULL	NULL	0	1	0	0	1	O	3	1965354.6100
2024	0	1	NULL	N	1	0	0	0	1	O	1	-784078.7500
2017	1	1	X		0	1	0	0	1	O	17	-1206597.3433
2021	1	1	X	Y	0	0	0	0	0	S	12	9799131.0000
2006	0	1	X		1	0	0	0	1	S	196	80375671.0000
2019	0	1	N	W	0	1	0	1	1	S	2	0.0000
2024	0	0	Y	N	0	0	0	1	1	S	9	462853.2841
2017	0	0	NULL	N	0	0	1	0	1	O	72	6683181.7600
2014	0	1	N	N	0	0	NULL	0	0	O	1	-480705.3300
2023	0	0	X		0	1	0	0	1	O	3356	95007715.2959
2003	0	0	X	N	0	0	0	1	1	S	79033	5617604507.1918
2018	1	1	N	W	0	0	0	1	1	O	13	15210692.9219
2006	0	0		N	0	1	0	1	1	O	50	5285377.6009
2023	0	0	Y	N	0	1	1	0	0	O	58	769512.4096
2011	0	0	X	Y	0	0	1	0	1	O	1	-25431.0000
2023	0	1	Y	N	0	0	1	0	0	O	6	4358247.2500
2019	0	0	NULL	NULL	0	0	0	0	1	S	48	321507.6800
2005	0	1	X	W	0	1	0	0	1	O	12	11199385.5000
2009	0	0	X	N	1	0	0	0	1	S	758	61107129.2689
2008	1	1	X	N	1	0	0	0	1	S	356	160812617.8761
2022	0	0	Y	N	0	1	0	1	1	S	1	-8641.3203
2016	0	0	X	N	0	0	0	1	1	S	8157	452592238.3224
2021	1	1	Y	N	0	1	1	0	0	O	1	0.0000
2011	0	1	Y	N	1	0	0	0	1	O	21	2417690.2100
2023	1	1	Y	N	1	1	0	1	0	S	4	272833.0000
2009	0	1			0	0	0	0	0	O	21	5234886.0098
2016	1	1	X	N	0	0	0	1	1	O	6482	5073572634.0029
2010	0	1	Y		0	0	0	0	0	S	58	12688420.6944
2015	1	1	N	N	0	0	0	1	1	S	178	47460324.7200
2012	0	0	NULL	N	0	1	0	1	1	S	7	-129416.0500
2008	1	1		N	0	0	0	0	0	O	57	41586713.2957
2019	0	1	Y	N	0	1	0	1	0	S	50	13504885.4259
2007	0	0	Y	N	0	1	0	1	0	O	17	1247818.8301
2006	0	0	X	N	0	0	0	0	1	:	8	171814.0000
2014	0	1		N	0	0	0	0	1	S	3860	1591958494.3021
2003	0	0	X	W	1	0	0	0	1	O	5	120608.2800
2020	0	0	Y	N	1	0	0	1	0	S	16	4462349.3525
2023	0	1	NULL	Y	0	1	0	0	1	O	36	1843320.7030
2006	0	1	X		0	0	0	0	1	S	8098	4961825674.6550
2012	0	1	X	N	1	0	0	1	1	S	746	236283605.1427
2012	1	1		W	0	1	0	0	1	S	1	4197003.0000
2002	0	1	X	N	0	0	1	1	1	O	3	1328696.0000
2006	0	0	Y	N	1	0	0	0	0	O	4	6586283.0000
2009	1	1	Y	N	1	0	0	1	0	S	27	94008501.5000
2017	0	1	NULL	Y	0	0	0	0	1	S	214	114360227.8200
2009	0	1	X	W	0	1	1	0	1	O	1	750000.0000
2001	0	1	X	N	0	0	1	0	1	O	10	10071463.0000
2008	0	1	Y		0	0	0	0	0	O	138	23206925.6397
2001	0	1	X		0	0	0	0	0	O	14	12901705.0000
2016	1	1	X		0	0	0	0	1	S	8	252178.3599
2020	0	0	X	N	0	1	1	0	1	O	32	5344696.6074
2010	0	1		W	0	0	0	0	0	O	61	122212669.2750
2020	0	0	X	NULL	0	1	0	0	1	S	4	47511.1200
2007	0	1	X	N	0	1	1	0	1	O	6	-25598.8006
2018	1	1		W	0	1	1	0	1	O	2	37381770.0000
2014	1	1	Y	N	0	0	1	0	1	O	1	0.0000
2014	1	1	X	NULL	0	1	0	0	1	O	127	0.0000
2014	1	1	Y	Y	0	1	0	0	0	O	181	30028041.5200
2013	1	1	X	NULL	0	0	0	0	0	O	2	0.0000
2014	1	1		W	0	1	0	0	1	O	5	18677178.5000
2012	0	0	Y		0	0	0	0	0	O	10	-110172.9523
2008	0	0	Y	N	0	1	0	1	1	O	17	2139210.8906
2015	0	0		W	0	0	0	0	1	S	89	6098589.6801
2004	1	1	X		0	1	0	0	1	O	335	467027310.2812
2012	1	1	X	W	0	1	1	0	1	O	4	0.0000
2010	0	0		W	1	0	0	0	1	S	6	2154144.4004
2013	1	1		N	1	1	0	1	1	O	2	8375664.0000
2011	0	1	N	N	0	0	0	0	1	O	135	79563108.6270
2007	0	0	Y		0	1	0	0	0	O	22	2210195.7402
2020	0	1	Y	W	0	0	0	0	0	S	8	2824727.0000
2022	1	1	N	W	0	1	0	0	1	S	7	3142251.4700
2004	0	1	X	N	1	1	0	1	1	O	21	31888439.0000
2023	0	1	X	W	0	1	0	0	1	O	101	41233939.3575
2011	1	1	X	N	0	0	1	0	1	O	88	284268455.8755
2006	0	1	X	N	0	1	0	1	1	O	795	378452407.2491
2024	1	1	Y	N	0	1	0	0	0	S	6	2952476.7500
2020	0	0	N	W	0	0	1	0	1	O	3	597754.0000
2016	1	1	X	NULL	0	1	1	0	1	O	1	0.0000
2008	1	1	X	N	0	1	0	0	1	O	6825	24708333629.3678
2024	0	0	NULL	W	0	1	0	0	1	O	18	1464908.2408
2009	0	1	X	W	0	1	0	0	1	O	171	73603134.7291
2014	0	1	X	N	1	0	0	1	1	S	660	318278244.1000
2015	1	1	X	N	1	1	0	1	1	O	12	5295707.4400
2021	0	0	Y	N	0	0	1	0	0	O	2	0.0000
2017	1	1		N	0	0	0	0	0	O	18433	23350398665.4147
2005	0	0		N	1	0	0	0	1	S	1	2501.0000
2015	1	1	NULL	N	0	0	1	1	1	O	3	-875367.4700
2008	0	0	Y	N	0	0	0	1	1	O	1248	261123455.3580
2022	0	0		N	0	0	0	1	1	O	18734	1188027916.7027
2005	0	0	Y	N	0	1	0	0	1	S	3	1343774.0000
2004	0	0	X	Y	0	1	0	0	1	O	48	3919001.5604
2011	0	1	X	N	0	1	0	0	1	O	3165	610855036.6754
2018	1	1	N	Y	0	1	0	0	1	O	11	-781.4100
2006	1	1	X	N	0	1	0	0	1	O	1353	6619837490.9771
2003	0	0	Y	N	1	0	0	0	0	S	1	0.0000
2013	0	1	X	N	0	0	0	0	0	S	1	2272394.0000
2002	0	0	X	N	1	0	0	0	1	O	155	16971957.0000
2019	1	1		N	0	1	0	1	1	O	745	1846683354.0333
2017	0	0	X	N	1	1	0	1	1	O	56	1273020.8201
2019	0	0	NULL	Y	0	0	0	0	1	O	64	4572295.5300
2011	1	1		N	0	0	1	0	1	O	1	13032848.0000
2022	0	0	X		0	0	0	0	1		1	0.0000
2015	0	1			0	1	1	0	1	O	10	4036243.4369
2011	0	1		N	1	1	0	1	1	S	1	6078752.0000
2023	0	1			0	1	1	0	1	O	1	2298873.0000
2009	1	1	N	N	0	0	0	0	0	O	2395	2322725897.4263
2005	0	0	X	N	1	0	0	1	1	O	677	162311512.3750
2020	0	0	N	N	0	0	0	0	1	O	831	10117355.1532
2021	0	0	X	W	0	0	1	0	1	O	3	10767.0000
2014	0	1	N	NULL	0	1	0	0	1	S	16	0.0000
2016	0	0	X	N	1	1	0	0	1	O	14	-188897.5600
2015	1	1		N	0	1	0	1	1	O	420	1206509580.4728
2015	1	1	Y	N	0	1	0	0	1	O	2	0.0000
2022	1	1	N	Y	1	0	0	0	1	O	1	33302500.0000
2010	0	1		Y	1	0	0	0	1	O	1	132900.0000
2022	0	0	N		0	1	0	0	1	O	14	0.0000
2017	0	0	Y	N	1	0	0	1	0	S	13	3687943.2087
2024	0	0	NULL	W	0	0	0	1	1	S	42	-262566.1128
2020	0	1	Y	N	1	0	0	1	0	S	24	23104797.9580
2024	1	1	Y	N	1	0	0	0	0	S	5	1790333.3281
2011	1	1	X	N	0	0	0	1	1	S	6882	1973960586.2439
2006	0	0	X	W	1	1	0	1	1	O	44	4027145.0000
2024	1	1	Y	N	1	0	0	1	0	S	1	3034500.0000
2022	0	1	N		0	1	0	0	1	S	5	-23225.0000
2017	0	0		N	1	1	0	0	1	S	163	4529099.4020
2007	0	0	Y	Y	0	1	0	0	1	O	1	0.0000
2015	0	0		N	0	0	0	0	1	S	26892	790130052.4184
2021	0	1	X	N	0	0	0	0	0	O	15	-497083.1900
2017	0	0	Y	N	0	0	0	1	0	S	314	20311444.4983
2021	0	0	N	Y	0	1	0	0	1	S	2	41357.1484
2018	0	0	X	N	1	1	0	0	1	O	8	1950681.2699
2022	0	1	X	W	1	0	0	1	1	S	6	59108.0200
2011	0	0	X	W	0	1	0	1	1	O	44	2115826.5283
2018	0	1	N	W	0	0	0	0	1	O	1	0.0000
2010	0	0		N	0	0	0	1	1	S	1924	320965001.3229
2009	1	1	Y	N	0	0	0	0	0	S	403	611056826.6409
2012	0	0	Y	N	0	0	0	1	1	O	149	-497048.6328
2024	0	0	NULL	N	0	0	0	1	1	O	413	616182.5173
2017	1	1	X	Y	0	1	0	0	1	S	38	34900034.4010
2009	1	1	N	N	1	0	0	1	1	S	3	-750.0000
2015	0	1		N	0	0	0	0	1	S	1545	643446048.9751
2006	0	0	X	Y	0	0	0	0	1	S	2693	795173056.6423
2011	1	1	Y	N	1	0	0	0	1	O	68	56235892.4184
2024	0	0	Y	N	0	0	1	0	0	O	4	643165.3799
2005	0	1	Y	N	0	0	0	1	1	O	11	3925399.0000
2018	0	1	Y	Y	1	0	0	0	1	O	1	0.0000
2009	1	1	X	N	0	1	0	0	1	O	5740	26916018754.6607
2023	0	1	X	W	0	0	0	1	1	S	122	26598155.7836
2013	1	1	Y	W	0	0	0	0	0	O	217	79422634.4400
2019	1	1	N	N	0	1	0	0	1	O	233	138390987.9296
2024	1	1	NULL	NULL	0	0	0	0	0	O	156	258831639.0889
2021	1	1	X	W	0	1	0	1	1	O	14	0.0000
2023	1	1	N	Y	0	0	0	0	1	O	71	297990402.8750
2005	1	1	X	W	1	1	0	0	1	O	1	0.0000
2018	0	0			0	0	NULL	0	1	O	2	0.0000
2014	1	1	X	W	0	1	0	0	1	S	34	6161449.4000
2019	0	1	Y		0	0	0	0	0	O	11	0.0000
2002	0	0	X	W	0	0	0	0	1	O	1772	339910634.0000
2008	0	1	X	Y	0	1	0	0	1	S	43	27301110.3582
2015	0	0	Y	W	0	1	0	0	0	O	2	1447833.0900
2009	0	1	Y		0	1	0	0	1	S	3	739660.6250
2011	0	1	X	N	1	1	0	1	1	S	86	6505968.7500
2022	1	1	X	W	1	0	0	1	1	O	1	0.0000
2001	0	1	X	N	0	0	0	0	0	O	571	667110262.0000
2011	1	1	Y	Y	0	1	0	0	0	O	58	54010727.4375
2024	1	1	X	Y	0	1	0	0	1	S	40	86168162.0794
2004	0	0	Y	N	0	1	0	1	1	S	6	215632.0000
2022	0	0	X	Y	1	0	0	0	1	O	3	0.0000
2016	0	1	Y	N	0	0	0	1	1	S	1	0.0000
2016	0	0		N	1	0	0	1	1	O	336	31910597.9855
2008	0	0	N		1	0	0	0	1	S	1	0.0000
2021	1	1	Y	N	0	0	1	0	0	O	10	928722.8281
2010	1	1	X		0	0	0	0	1	S	1224	672673718.6059
2018	1	1		Y	0	0	0	0	1	S	1318	1316160865.2695
2015	0	0	NULL	W	0	0	0	1	1	O	305	-11169778.4000
2019	1	1	Y	N	0	1	0	1	0	S	98	22615107.9124
2022	1	1	X		0	0	0	0	0	O	5	-36856.9614
2002	0	1	X	N	1	0	0	1	1	O	4	100784.0000
2013	0	1	X	NULL	0	1	0	0	1	S	329	578100.0000
2009	0	1	N	N	0	0	1	0	1	O	2	1260000.0000
2001	0	0	X	Y	0	0	1	0	1	O	1	200000.0000
2022	0	1	N	N	0	0	0	0	1	S	53	22505776.9100
2017	0	1	NULL	N	0	1	1	0	1	O	10	22620818.2100
2009	1	1	X	W	1	0	0	1	1	S	1	0.0000
2010	0	1	Y	Y	0	1	0	0	0	S	2	2159995.0000
2004	1	1	X	N	0	0	0	0	0	O	4186	5236633014.7550
2001	0	0	X	N	0	0	1	0	1	O	51	6168315.0000
2015	1	1	N	NULL	0	0	0	0	1	O	7	0.0000
2009	1	1	Y	Y	1	0	0	0	0	O	2	27694132.0000
2022	0	0	NULL	N	0	0	0	1	1	O	2	421071.0100
2019	1	1	Y	Y	0	0	0	0	1	S	6	8483568.6406
2005	1	1	X	W	0	0	0	0	1	O	352	987117232.0000
2018	0	0	Y	N	0	1	0	1	1	O	1	0.0000
2010	0	1	X	W	1	0	0	0	1	S	1	9400.0000
2019	0	1	X	N	0	0	0	1	1	S	1491	440610586.7986
2017	1	1	N	N	0	0	0	0	0	O	26	21450256.6888
2017	0	0	X	W	0	1	0	0	1	S	55	2177050.6332
2015	1	1	NULL	Y	0	0	0	0	1	O	2	223113.0000
2012	0	0	N	W	0	1	0	1	1	O	2	0.0000
2006	0	0	Y	Y	0	0	0	0	1	O	273	87388532.0000
2015	1	1	Y	Y	0	0	0	0	1	S	54	5732358.3691
2007	0	1		N	0	0	0	1	1	S	2	6396802.2500
2006	0	1	Y	N	0	0	0	1	0	O	98	180320621.5274
2003	0	0	Y	N	0	1	0	0	0	S	56	12081461.0000
2011	0	1	X	NULL	0	0	0	0	1	S	133	0.0000
2021	0	1	N	W	0	1	0	0	1	S	10	892937.0001
2008	1	1	N		0	0	0	0	1	O	1	0.0000
2021	0	1		W	1	0	0	0	1	O	14	4604626.9258
2020	0	0	N	W	0	0	0	1	1	S	7	-8700.0000
2005	0	0	Y	Y	0	0	0	0	0	S	233	35077395.0000
2020	0	1	Y	N	1	0	0	0	0	S	9	38144.0000
2019	0	1	N	W	0	0	0	1	1	S	14	0.0000
2008	0	0	Y	W	0	0	0	0	0	O	278	16853178.4696
2021	0	0	Y	W	0	0	1	0	0	O	1	0.0000
2011	0	1		W	0	0	0	0	1	S	54	30800095.1758
2010	0	0	Y		0	1	0	0	0	O	27	215005.0114
2020	0	0	X	N	0	0	0	0	1	S	13060	1539094594.8447
2019	0	0		N	0	0	0	1	1	S	17019	1565822164.3533
