Data Download from NCSES Interactive Data Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters,Selected values,,,,,,,,,,,,,,,,,,,,,,,,,,
Performer of Research by Field,"Universities and colleges, excluding FFRDCs, Other than universities and colleges",,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Research and Applied Research,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
Detailed Fields,"Agricultural sciences, Biological sciences (excluding environmental), Environmental biology, Medical sciences, Other life sciences, Biological aspects",,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deflator: Current Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Measure: Thousands of Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,<Fiscal Year>,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
Science,Life sciences,Biological sciences (excluding environmental),Department of Justice,Office of Justice Programs,Basic research,Total for selected values,-,"1,534",-,-,-,-,"2,242","2,436","4,181","7,671",-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Justice,Office of Justice Programs,Basic research,Other than universities and colleges,-,"1,534",-,-,-,-,"2,242","2,436","4,181","7,671",-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Justice,Office of Justice Programs,Applied research,Total for selected values,"6,067","8,083",-,-,"2,273","17,985","4,556","5,520","5,442","13,076","5,512",100,-,-,-,-,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Justice,Office of Justice Programs,Applied research,Other than universities and colleges,"6,067","8,083",-,-,"2,273","17,985","4,556","5,520","5,442","13,076","5,512",100,-,-,-,-,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Transportation,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,549,"1,096",779,779,649,649,12,102,81,96,-,50,280,-,"1,026",-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Transportation,Federal Highway Administration,Total for selected values,Total for selected values,-,-,-,-,549,"1,096",779,779,649,649,12,102,81,96,-,50,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Transportation,Federal Highway Administration,Applied research,Total for selected values,-,-,-,-,549,"1,096",779,779,649,649,12,102,81,96,-,50,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Transportation,Federal Highway Administration,Applied research,Other than universities and colleges,-,-,-,-,549,"1,096",779,779,649,649,12,102,81,96,-,50,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Transportation,Federal Motor Carrier Safety Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,-,"1,026",-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Transportation,Federal Motor Carrier Safety Administration,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,-,"1,026",-,-
Science,Life sciences,Biological sciences (excluding environmental),Department of Transportation,Federal Motor Carrier Safety Administration,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,-,"1,026",-,-
Science,Life sciences,Biological sciences (excluding environmental),Environmental Protection Agency,Total for selected values,Total for selected values,Total for selected values,"110,536","112,751","113,995","117,432","120,272","123,830","121,838","155,907","156,399","154,335","152,652","142,728","159,795","169,550","102,558","147,455","60,238","48,461","58,920","68,844","52,230"
Science,Life sciences,Biological sciences (excluding environmental),Environmental Protection Agency,Environmental Protection Agency,Total for selected values,Total for selected values,"110,536","112,751","113,995","117,432","120,272","123,830","121,838","155,907","156,399","154,335","152,652","142,728","159,795","169,550","102,558","147,455","60,238","48,461","58,920","68,844","52,230"
Science,Life sciences,Biological sciences (excluding environmental),Environmental Protection Agency,Environmental Protection Agency,Basic research,Total for selected values,-,-,-,-,-,-,-,"45,676","46,243","45,684","43,919","41,211","52,882","59,084","38,252","55,467","29,195","21,503","25,667","19,257","19,151"
Science,Life sciences,Biological sciences (excluding environmental),Environmental Protection Agency,Environmental Protection Agency,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,"45,676","46,243","45,684","43,919","41,211","52,882","59,084","38,252","55,467","29,195","21,503","25,667","19,257","19,151"
Science,Life sciences,Biological sciences (excluding environmental),Environmental Protection Agency,Environmental Protection Agency,Applied research,Total for selected values,"110,536","112,751","113,995","117,432","120,272","123,830","121,838","110,232","110,156","108,650","108,732","101,517","106,913","110,466","64,306","91,988","31,043","26,958","33,253","49,587","33,079"
Science,Life sciences,Biological sciences (excluding environmental),Environmental Protection Agency,Environmental Protection Agency,Applied research,Other than universities and colleges,"110,536","112,751","113,995","117,432","120,272","123,830","121,838","110,232","110,156","108,650","108,732","101,517","106,913","110,466","64,306","91,988","31,043","26,958","33,253","49,587","33,079"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,Total for selected values,Total for selected values,Total for selected values,-,"72,618","154,607","150,787","148,694","142,948","144,282","135,510","42,045","40,094","45,864","37,965","57,533","87,428","100,414","118,924","119,307","134,978","126,267","116,586","125,451"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,National Aeronautics and Space Administration,Total for selected values,Total for selected values,-,"72,618","154,607","150,787","148,694","142,948","144,282","135,510","42,045","40,094","45,864","37,965","57,533","87,428","100,414","118,924","119,307","134,978","126,267","116,586","125,451"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,Total for selected values,-,"12,103","97,719","93,584","91,555","86,227","80,559","74,335","24,441","23,084","29,142","24,938","37,451","51,416","63,885","61,142","54,419","61,440","55,339","73,123","64,733"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,"Universities and colleges, excluding FFRDCs",-,"2,339","17,365","17,321","15,942","17,998","16,006","16,495","8,963","8,500","9,338","9,326","5,135","9,925","11,819","11,708","19,030","23,224","17,592","20,198","18,764"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,Other than universities and colleges,-,"9,764","80,355","76,263","75,613","68,229","64,553","57,840","15,478","14,583","19,803","15,612","32,316","41,491","52,066","49,434","35,389","38,216","37,747","52,925","45,969"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,Total for selected values,-,"60,515","56,887","57,203","57,139","56,721","63,723","61,175","17,604","17,011","16,722","13,027","20,082","36,012","36,529","57,782","64,888","73,538","70,928","43,463","60,718"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,"Universities and colleges, excluding FFRDCs",-,"4,335","3,696","3,655","3,653","3,496","3,055","2,884","1,650","1,967","2,239","2,108","2,546","3,365","4,086","6,150","9,063","9,393","2,847","1,809","4,987"
Science,Life sciences,Biological sciences (excluding environmental),National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,Other than universities and colleges,-,"56,181","53,191","53,548","53,486","53,225","60,669","58,291","15,954","15,044","14,483","10,919","17,536","32,647","32,443","51,632","55,825","64,145","68,081","41,654","55,731"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,Total for selected values,Total for selected values,Total for selected values,"532,388","505,741","509,957","505,788","541,008","515,956","495,519","519,842","508,001","506,376","729,713","495,195","489,520","458,887","440,064","452,075","437,321","390,634","345,659","336,263","302,181"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,National Science Foundation,Total for selected values,Total for selected values,"532,388","505,741","509,957","505,788","541,008","515,956","495,519","519,842","508,001","506,376","729,713","495,195","489,520","458,887","440,064","452,075","437,321","390,634","345,659","336,263","302,181"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,National Science Foundation,Basic research,Total for selected values,"526,797","500,927","505,666","501,768","537,905","512,979","492,557","515,264","506,952","505,342","728,260","494,230","487,522","458,075","438,965","450,073","435,454","389,861","343,578","333,817","296,663"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,National Science Foundation,Basic research,"Universities and colleges, excluding FFRDCs","493,962","461,122","465,341","461,685","499,480","477,815","458,085","463,715","467,860","452,419","653,491","442,547","431,384","416,569","389,943","403,496","391,465","346,832","298,744","297,107","263,527"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,National Science Foundation,Basic research,Other than universities and colleges,"32,835","39,805","40,324","40,083","38,425","35,164","34,472","51,550","39,093","52,923","74,769","51,683","56,138","41,506","49,022","46,577","43,989","43,029","44,834","36,710","33,136"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,National Science Foundation,Applied research,Total for selected values,"5,591","4,815","4,292","4,019","3,103","2,976","2,962","4,578","1,048","1,033","1,453",965,"1,998",812,"1,099","2,002","1,867",773,"2,081","2,446","5,518"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,National Science Foundation,Applied research,"Universities and colleges, excluding FFRDCs","5,251","4,786","4,195","3,752","2,966","2,542","2,941","4,174","1,048","1,018","1,164",909,"1,746",788,832,"1,449","1,645",659,"1,888","2,383","4,110"
Science,Life sciences,Biological sciences (excluding environmental),National Science Foundation,National Science Foundation,Applied research,Other than universities and colleges,340,28,97,268,136,435,21,404,-,16,288,56,252,24,267,553,222,114,193,63,"1,408"
Science,Life sciences,Biological sciences (excluding environmental),Smithsonian Institution,Total for selected values,Total for selected values,Total for selected values,"5,067","5,068","47,083","47,328","47,458","43,158","46,363","42,862","42,436","34,466","32,064","30,741","29,049","24,126","20,359","20,838","18,953","20,034","19,199","19,342","16,648"
Science,Life sciences,Biological sciences (excluding environmental),Smithsonian Institution,Smithsonian Institution,Total for selected values,Total for selected values,"5,067","5,068","47,083","47,328","47,458","43,158","46,363","42,862","42,436","34,466","32,064","30,741","29,049","24,126","20,359","20,838","18,953","20,034","19,199","19,342","16,648"
Science,Life sciences,Biological sciences (excluding environmental),Smithsonian Institution,Smithsonian Institution,Basic research,Total for selected values,"5,067","5,068","47,083","47,328","47,458","43,158","46,363","42,862","42,436","34,466","32,064","30,741","29,049","24,126","20,359","20,838","18,953","20,034","19,199","19,342","16,648"
Science,Life sciences,Biological sciences (excluding environmental),Smithsonian Institution,Smithsonian Institution,Basic research,Other than universities and colleges,"5,067","5,068","47,083","47,328","47,458","43,158","46,363","42,862","42,436","34,466","32,064","30,741","29,049","24,126","20,359","20,838","18,953","20,034","19,199","19,342","16,648"
Science,Life sciences,Environmental biology,Total for selected values,Total for selected values,Total for selected values,Total for selected values,"924,187","922,433","783,377","788,082","819,087","820,582","781,990","796,659","854,880","816,359","963,659","858,027","757,233","686,595","698,997","669,956","717,893","778,884","728,802","740,025","720,612"
Science,Life sciences,Environmental biology,Department of Agriculture,Total for selected values,Total for selected values,Total for selected values,"441,522","421,881","410,210","402,397","427,365","407,496","385,214","386,129","429,253","378,296","472,981","466,026","383,150","351,833","339,479","331,689","332,643","307,592","301,141","307,391","262,122"
Science,Life sciences,Environmental biology,Department of Agriculture,Agricultural Research Service,Total for selected values,Total for selected values,"145,043","134,738","131,351","128,442","126,999","116,620","105,448","113,292","127,157","132,239","128,082","125,989","128,173","127,374","124,322","123,235","120,512","120,264","112,837","100,390","101,385"
