Defense Agency Prodserv

"Fiscal Year","Date Signed","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value","Dollars Obligated","Number of Actions","Number of Records"
"2021","3/6/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($17,853.84)","($17,853.84)","($17,853.84)","7","7"
"2021","3/6/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$16,221,062.36","$16,220,959.91","$16,220,959.91","1,115","1,115"
"2021","3/6/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$22,967.12","$22,967.12","$22,967.12","16","16"
"2021","3/6/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$2,063,749.32","$17,922,999.58","$21,302,980.58","2","2"
"2021","3/7/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$384,694.58","$384,694.58","$384,694.58","13","13"
"2021","3/7/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$6,615,747.40","$2,092,275.33","$2,306,195.33","50","50"
"2021","3/7/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$651,106.17","$651,106.17","$1,805,677.78","18","18"
"2021","3/7/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($5,886.02)","($5,886.02)","($22,602.23)","3","3"
"2021","3/7/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$316,812.99","$316,812.99","$316,812.99","9","9"
"2021","3/7/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$402,214,026.60","$6,212,231.46","$6,212,231.46","1,253","1,253"
"2021","3/8/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$147,578,543.56","$117,739,665.97","$138,221,554.88","489","489"
"2021","3/8/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$888,949,966.97","$386,937,344.09","$387,971,605.65","623","581"
"2021","3/8/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$967,351,425.52","$210,630,918.45","$159,715,249.76","379","379"
"2021","3/8/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$133,215.88","$7,393,955.00","$5,760,789.00","4","4"
"2021","3/8/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($406,692.44)","($868,570.44)","($3,953,134.25)","44","44"
"2021","3/8/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$0.00","$0.00","$14,247,400.72","1","1"
"2021","3/8/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,928,739.13","$4,928,739.13","$6,780,268.13","19","19"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$2,249,668.00","$1,749,689.00","$6,436,115.00","4","4"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$210,853,400.81","$29,527,202.29","$16,818,456.45","276","276"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$887,697,529.23","$78,444,858.65","$79,489,116.65","15,947","15,947"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($97,179.25)","($97,179.25)","($97,179.25)","4","4"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$128,242.63","$128,242.63","$348,266.10","21","21"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($53,023.18)","($53,023.18)","($53,023.18)","2","2"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($56,560.83)","($78,330.84)","($78,330.84)","8","8"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$446,835.46","$370,672.84","$370,672.84","8","8"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($9,217,970.12)","$459,458.41","$2,062,352.98","17","17"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$0.00","$14,102.40","$14,102.40","2","2"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$20,800,477.53","$25,099,281.53","$42,625,870.53","13","13"
"2021","3/8/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$10,663,013.79","$9,783,800.36","$11,098,188.15","31","31"
"2021","3/9/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$381,533,799.25","$142,845,169.96","$245,820,447.16","817","817"
"2021","3/9/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$247,326,128.81","$230,242,121.42","$201,555,400.50","658","658"
"2021","3/9/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$749,183,994.79","$544,263,792.31","$543,587,884.64","439","439"
"2021","3/9/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$0.00","$3,482,543.16","$3,482,543.16","2","2"
"2021","3/9/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$304,490.09","$2,438,839.09","$4,808,579.64","5","5"
"2021","3/9/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($1,214,032.14)","($879,036.14)","($1,159,783.44)","116","116"
"2021","3/9/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$8,181,408.00","$8,181,408.00","$4,186,200.00","3","3"
"2021","3/9/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$6,221,457.09","$16,844,265.72","$16,844,265.72","26","26"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$5,852,178.74","$8,117,492.74","$9,145,932.74","3","3"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$16,901,277.86","$30,103,493.54","$30,756,625.25","169","169"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$387,482,405.19","$112,030,343.80","$89,373,197.42","18,588","18,588"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($50,428.15)","($50,428.15)","($50,428.15)","4","4"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$7,006,999.51","$6,083,243.71","$6,083,243.71","40","40"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($81,373.21)","($81,373.21)","($81,373.21)","4","4"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$14,453,973.69","$16,327,363.56","$16,327,363.56","24","24"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$622.00","$622.00","$622.00","1","1"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$63,845.16","$63,845.16","$63,845.16","8","8"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$9,678,449.07","$5,242,856.57","$5,242,856.57","17","17"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$83,304.30","$83,304.30","$83,304.30","1","1"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$358,812.45","$383,759.11","$13,994,548.21","19","19"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$162,633.00","$162,633.00","$162,633.00","1","1"
"2021","3/9/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$1,719,939.38","$3,108,558.84","$4,004,231.14","36","36"
"2021","3/10/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$546,370,514.40","$582,153,285.71","$483,879,636.42","894","894"
"2021","3/10/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$302,187,553.19","$248,959,517.92","$255,471,995.63","665","665"
"2021","3/10/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$252,087,097.46","$27,396,270.15","$252,660,219.21","447","446"
"2021","3/10/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$0.00","$0.00","$0.00","1","1"
"2021","3/10/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$167,311.00","$167,311.00","$167,311.00","1","1"
"2021","3/10/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$47,206,063.60","$47,206,063.60","$47,164,521.93","119","119"
"2021","3/10/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$0.00","$0.00","$0.00","4","4"
"2021","3/10/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$5,331,840.09","$7,541,340.61","$7,684,298.61","212","25"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$4,022,372.00","2","2"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$9,805,616.53","$11,410,887.64","$17,550,549.96","125","125"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$137,168,819.41","$70,967,751.68","$71,814,054.44","15,802","15,802"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$27,690.50","$4,140.50","$4,140.50","2","2"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$103,441.34","$120,435.47","$1,623,051.63","23","23"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$0.00","$0.00","$0.00","1","1"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$28,113,870.87","$29,696,666.38","$29,754,454.86","32","32"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$1,338,481.30","$1,338,481.30","$1,181,759.66","1","1"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($147,178.12)","($147,178.12)","($147,178.12)","8","8"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$42,003,794.16","$22,824,290.32","$20,584,443.94","16","16"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$3,399,163.47","$3,399,163.47","$3,581,552.18","20","20"
"2021","3/10/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$129,306,657.50","$27,249,754.23","$30,537,247.23","39","39"
"2021","3/11/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","($221,605,510.28)","($235,234,673.13)","($431,355,647.02)","915","915"
"2021","3/11/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$832,238,292.55","$511,828,603.56","$517,191,408.07","720","720"
"2021","3/11/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$220,329,570.04","$242,687,254.07","$625,288,414.49","448","448"
"2021","3/11/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$0.00","$9,794,545.32","$9,794,545.32","3","3"
"2021","3/11/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$128,299.58","$128,299.58","($26,218.50)","6","6"
"2021","3/11/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$2,556,631.67","$2,556,631.67","$2,128,381.80","91","91"
"2021","3/11/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$12,131,126.00","$12,131,126.00","$4,545,569.00","2","2"
"2021","3/11/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$20,961,691.76","$20,854,034.36","$20,854,034.36","1,726,247","17"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$7,870,563.00","5","5"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$528,284,665.78","$160,835,260.50","$133,772,800.63","92","92"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$314,455,118.99","$177,957,467.67","$175,726,975.07","15,977","15,977"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$60,836.00","$60,836.00","2","2"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$3,591,025.07","$1,861,880.49","$1,249,588.65","19","19"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($33,014.25)","($25,814.25)","($25,814.25)","4","4"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($1,397,264.20)","$3,592,741.85","$6,625,259.14","18","18"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$0.00","$0.00","1","1"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$28,260.47","$28,260.47","$855,723.23","7","7"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$7,781,599.13","$10,999,839.83","$11,590,015.16","18","18"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$4,808.73","$4,808.73","$13,557,303.41","13","13"
"2021","3/11/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$23,704,456.55","$17,897,469.02","$23,039,357.18","39","39"
"2021","3/12/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$383,936,111.26","$906,769,236.26","$1,635,164,419.54","729","727"
"2021","3/12/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$664,305,589.18","$393,003,479.22","$583,770,649.32","653","637"
"2021","3/12/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$535,745,651.32","$386,077,858.67","$294,802,090.10","384","382"
"2021","3/12/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$15,476,812.88","$3,111,215.00","$3,111,215.00","2","2"
"2021","3/12/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$176,751.16","$1,654,883.95","$2,200,348.75","11","11"
"2021","3/12/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($11,340.21)","($11,340.21)","($159,504.56)","32","32"
"2021","3/12/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$6,907,343.99","$6,907,343.99","$6,907,343.99","11,069,228","22"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$112,169,418.82","$61,881,568.82","$22,372,246.89","13","13"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($12,067,201.82)","$33,368,014.16","$29,586,203.38","158","158"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$174,524,767.83","$68,694,994.06","$72,851,682.30","12,302","12,300"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$450,534.01","$473,629.88","$473,629.88","3","3"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","($1,854,234.88)","$248,966.86","$248,618.98","18","18"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$185,982,610.74","$62,031,702.65","$14,875,079.65","26","26"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($1,210,765.95)","$7,388,671.73","$7,388,671.73","4","4"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$42,473,167.20","$32,946,357.48","$26,514,448.67","19","19"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$3,513.00","$3,513.00","$3,513.00","2","2"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$10,764,359.30","$10,784,032.67","$7,224,150.98","9","9"
"2021","3/12/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$798,829.58","$1,126,567.58","$1,396,391.59","18","18"
"2021","3/13/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$1,611,593.11","$1,860,923.49","$9,036,252.41","26","26"
"2021","3/13/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$2,498,616.66","$6,787,247.07","$6,787,247.07","14","14"
"2021","3/13/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,361,986.78","$1,089,486.78","$1,089,486.78","8","8"
"2021","3/13/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$0.00","$0.00","$0.00","1","1"
"2021","3/13/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$268,050,225.00","$28,018,785.06","$10,070,505.74","1","1"
"2021","3/13/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$20,171,338.09","$18,171,258.80","$18,171,258.80","818","818"
"2021","3/13/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$0.00","$0.00","$0.00","1","1"
"2021","3/14/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","($36,962,619.85)","$2,889,721.85","$2,818,664.85","47","47"
"2021","3/14/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$36,290,812.08","$4,886,022.73","$5,487,022.73","26","26"
"2021","3/14/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,072,369.22","$180,013.58","$82,730,633.53","11","11"
"2021","3/14/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$9,600,541.93","$7,600,541.94","$7,600,541.94","934","934"
"2021","3/14/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$76,673.00","$76,673.00","$76,673.00","1","1"
"2021","3/15/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$9,964,203,356.16","$321,678,694.61","$363,011,235.67","712","712"
"2021","3/15/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$339,539,095.70","$278,025,880.97","$292,316,560.95","590","585"
"2021","3/15/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$393,511,512.26","$150,363,474.45","$267,126,246.90","348","342"
"2021","3/15/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","($191,284.05)","$1,031,624.75","$1,031,624.75","2","2"
"2021","3/15/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$161,827.58","$6,819,301.23","$7,899,890.52","6","6"
"2021","3/15/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$5,402,747.96","$5,402,747.96","$5,399,630.96","39","39"
"2021","3/15/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","($4,173.84)","($2,782.56)","$2,201,313.44","3","3"
"2021","3/15/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$1,684,269.43","$1,684,269.43","$1,684,269.43","19","19"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","($469,822.00)","($469,822.00)","$9,127,650.00","6","6"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$8,328,166.47","$30,752,741.88","$18,713,842.74","67","67"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$1,190,310,936.79","$94,507,735.24","$93,971,307.31","14,860","14,860"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$0.00","$2,200,000.00","1","1"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$145,121.23","$1,527,236.92","$321,047.25","14","14"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$3,229,781.53","$3,286,541.53","$3,286,541.53","4","4"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$3,703,494.32","$3,723,494.32","$3,713,489.83","2","2"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$12,065,233.22","$1,017,287.80","$1,048,337.80","18","18"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$2,033.46","$2,033.46","$2,033.46","2","2"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$9,500.00","$101,080.00","$101,080.00","4","4"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$5,163,197.05","($3,863,590.84)","$3,654,559.44","14","14"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$27,086,179.12","$785,516.24","$13,456,938.87","13","13"
"2021","3/15/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$2,426,783.21","$4,599,617.33","$38,889,491.33","21","21"
"2021","3/16/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$208,001,244.61","$266,761,856.06","$310,624,866.51","885","885"
"2021","3/16/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$247,663,100.39","$152,507,631.98","$157,299,511.58","613","613"
"2021","3/16/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$308,516,785.65","$123,964,765.67","$417,202,074.84","395","395"
"2021","3/16/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$0.00","$816,458.04","$816,458.04","2","2"
"2021","3/16/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$3,156,257.34","$2,380,947.24","$1,830,885.24","6","6"
"2021","3/16/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$4,639,454.44","$4,621,784.44","$2,406,767.46","68","68"
"2021","3/16/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$38,301.75","$38,301.75","$6,049,301.75","5","5"
"2021","3/16/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$5,802,830.56","$6,421,421.35","$6,421,421.35","22","22"
"2021","3/16/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","($6,830.57)","($6,830.57)","$2,654,154.86","6","6"
"2021","3/16/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$22,688,996.96","$29,299,232.76","$39,529,805.11","107","107"
"2021","3/16/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$539,765,695.91","$162,860,911.68","$160,432,737.21","16,769","16,769"
"2021","3/16/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($468.00)","$1,411,386.89","$1,411,386.89","2","2"
"2021","3/16/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$12,161,589.95","$4,859,029.03","$5,129,235.23","10","10"
