Defense Agency Prodserv

"Fiscal Year","Date Signed","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value","Dollars Obligated","Number of Actions","Number of Records"
"2021","2/24/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$151,242.00","$50,414.00","$50,414.00","1","1"
"2021","2/24/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$21,323,282.62","$21,323,282.62","$88,461,106.49","23","23"
"2021","2/24/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$638,951.00","$638,951.00","$638,951.00","1","1"
"2021","2/24/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$6,756,027.46","$8,503,804.77","$9,003,366.49","37","37"
"2021","2/25/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$804,901,586.66","$487,821,812.98","$651,143,429.26","1,077","1,077"
"2021","2/25/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$3,712,335,775.59","$1,031,137,109.65","$1,057,139,545.36","869","869"
"2021","2/25/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,045,714,345.64","$517,516,060.33","$429,692,531.19","491","491"
"2021","2/25/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$23,045.74","$2,005,526.19","$2,005,526.19","8","8"
"2021","2/25/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$12,770.35","$6,772.51","3","3"
"2021","2/25/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$8,992,235.98","$8,992,235.98","$8,992,235.98","50","50"
"2021","2/25/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$0.00","$0.00","$17,400,000.00","6","6"
"2021","2/25/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$10,312,384.03","$9,650,962.39","$9,650,962.39","45","45"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$6,920,411.00","$25,457,400.00","14","14"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$66,331,483.11","$38,147,229.07","$49,071,688.16","184","184"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$897,375,204.04","$181,042,055.30","$171,597,879.82","16,194","16,194"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$4,753.00","$4,753.00","$8,664,378.04","2","2"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","($5,480,133.76)","$3,197,323.18","$5,635,319.32","32","32"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($85,000.00)","$258,314.00","$258,314.00","5","5"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$14,258.25","$1,878,639.23","$1,878,639.23","2","2"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$66,562,815.62","$25,959,667.29","$775,063,488.67","21","21"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$0.00","$0.00","2","2"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$167,740,717.23","$67,596,856.71","$76,643,342.54","30","30"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$106,062.00","$19,195.00","$19,195.00","1","1"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$26,232,244.95","$18,638,146.95","$53,360,841.45","20","20"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$0.00","$0.00","$0.00","2","2"
"2021","2/25/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$49,526,185.72","$37,549,025.51","$46,953,534.92","52","52"
"2021","2/26/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$4,086,329,421.06","$1,440,247,671.64","$2,330,512,523.21","993","993"
"2021","2/26/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$706,109,821.09","$601,684,787.92","$671,600,333.43","772","770"
"2021","2/26/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$7,036,987,274.33","$1,508,242,955.21","$1,052,306,283.80","454","435"
"2021","2/26/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$9,444,591.87","$11,702,637.87","$11,702,637.87","20","20"
"2021","2/26/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$10,511,842.23","$28,159,059.21","$25,273,465.60","17","17"
"2021","2/26/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$138,716.42","$138,716.42","$112,917.48","17","17"
"2021","2/26/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$5,423,322.00","$4,509,297.00","$9,509,297.00","7","7"
"2021","2/26/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$7,046,530.41","$6,803,333.61","$6,803,333.61","18","18"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$28,525,388.73","$16,920,382.12","$104,775,592.12","17","17"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$69,210,023.56","$122,242,547.54","$70,704,001.45","87","87"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$550,424,205.69","$142,791,211.39","$140,965,021.52","15,971","15,969"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$316,275.77","$189,585.52","$186,825.27","7","7"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","($61,985,319.00)","$6,342,089.88","$3,928,503.14","48","48"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($1,275,182.15)","$629,696.93","$629,696.93","3","3"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$95,286,519.43","$96,403,509.65","$92,817,412.65","18","18"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97EX","INSPECTOR GENERAL, OFFICE OF","$13,907.40","$13,907.40","$13,907.40","1","1"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$617,281.98","$617,281.98","$617,281.98","1","1"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$238,266.36","$238,266.36","$238,266.36","3","3"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$7,587,085.67","$3,343,566.90","$5,511,594.56","20","20"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$12,419,213.47","$9,526,522.07","$124,278,384.57","18","18"
"2021","2/26/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$44,832,000.56","$80,886,430.32","$77,153,590.41","32","32"
"2021","2/27/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$10,997,636.26","$11,656,385.16","$13,408,333.65","23","23"
"2021","2/27/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$12,911,621.43","$6,657,473.12","$6,657,473.12","42","42"
"2021","2/27/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$380,636,465.59","$9,924,418.13","$11,360,208.43","17","17"
"2021","2/27/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$263,924.00","1","1"
"2021","2/27/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$59,853,558.52","$25,225,883.13","$25,225,883.13","1,234","1,234"
"2021","2/27/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$160,800.00","$160,800.00","$160,800.00","2","2"
"2021","2/27/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","($4,769.00)","$16,410.00","$16,410.00","1","1"
"2021","2/27/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$187,089.90","$63,406.37","$63,406.37","2","2"
"2021","2/28/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$7,041,763.82","$11,463,565.38","$12,116,558.66","70","43"
"2021","2/28/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$99,220,965.50","$84,394,472.36","$83,731,724.22","205","72"
"2021","2/28/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$922,188.18","$934,715.37","$1,062,122.31","25","25"
"2021","2/28/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$4,353.24","$4,353.24","$4,353.24","4","4"
"2021","2/28/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$862,119.20","$2,643,879.20","$2,643,879.20","121","121"
"2021","2/28/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$42,277,941.26","$21,429,171.87","$21,429,171.87","1,429","1,429"
"2021","2/28/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($131,539.20)","$327,324.00","$327,324.00","1","1"
"2021","2/28/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$110,638.49","$110,638.49","$110,639.20","1","1"
"2021","2/28/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$15,703,922.68","$8,640,667.88","$7,747,259.23","4","4"
"2021","3/1/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$322,617,172.57","$364,407,819.82","$339,343,043.28","3,123","782"
"2021","3/1/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$3,416,977,466.39","$159,800,864.82","$177,369,445.97","2,336","697"
"2021","3/1/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,953,890,526.94","$278,799,207.54","$318,990,712.12","423","421"
"2021","3/1/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$0.00","$0.00","$0.00","1","1"
"2021","3/1/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$7,542,757.40","$6,555,143.94","$12,256,728.32","11","11"
"2021","3/1/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$63,412.70","$20,938.27","($1,286,542.87)","43","43"
"2021","3/1/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$2,471,368.57","$10,294,100.31","$20,074,381.35","18","18"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$45,608,825.99","$1,818,420.16","$20,009,946.54","12","12"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($524,854.97)","$2,637,340.81","$3,519,286.33","333","333"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$434,732,736.83","$122,120,362.21","$122,967,992.27","16,908","16,908"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$108,000.00","$0.00","$0.00","1","1"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","($66,416.00)","$50,564.88","$2,611,427.69","6","6"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$16,633.12","($46,166.88)","($46,166.88)","3","3"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$17,836,460.83","$17,747,529.62","$17,716,479.62","46","46"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$419,967.22","($92,959.03)","($92,959.03)","5","5"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$19,716.94","$4,096,693.47","$5,861,360.75","19","19"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$15,608,629.96","$14,391,836.66","$19,306,380.09","14","14"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$4,033,756.00","$4,033,756.00","$4,033,756.00","1","1"
"2021","3/1/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$7,300,616.32","$6,667,795.28","$8,588,141.01","32","32"
"2021","3/2/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$172,760,321.73","$154,931,889.64","$241,489,673.36","784","784"
"2021","3/2/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$104,814,508.50","$159,020,928.75","$169,769,303.50","683","606"
"2021","3/2/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$452,495,298.76","$49,045,255.79","$314,382,799.35","411","411"
"2021","3/2/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$627,510.40","$313,755.20","$313,755.20","1","1"
"2021","3/2/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$1,132.80","$312,566.80","$3,042,735.04","8","8"
"2021","3/2/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($3,896,605.92)","($3,896,605.92)","($3,899,709.97)","64","64"
"2021","3/2/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$28,346,129.56","$29,095,348.16","$29,095,348.16","14,678","23"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","($176,134.87)","($176,134.87)","$514,391.13","6","6"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$9,134,810.51","$12,059,813.38","$16,552,459.80","252","252"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$453,763,303.56","$150,075,182.61","$148,449,068.53","19,407","19,407"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$246,200.16","$246,200.16","$3,871,577.85","24","24"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($59,384.59)","$21,803.68","$21,803.68","3","3"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$2,738,742.55","$1,250,872.91","$1,250,872.91","22","22"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$11,040.00","$10,160.00","2","2"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($2,372.07)","($2,372.07)","($2,372.07)","2","2"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$741,772.56","$1,884,381.20","$1,884,381.20","5","5"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$0.00","$151,829.00","$151,829.00","1","1"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$8,638,411.89","$8,973,713.94","$15,444,900.69","18","18"
"2021","3/2/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","($8,853,076.73)","($8,835,752.73)","($8,772,752.73)","14","14"
"2021","3/3/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$7,040,642,134.01","$3,266,248,921.53","$482,812,239.29","799","799"
"2021","3/3/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$8,629,849,889.94","$327,078,493.83","$323,512,816.51","709","709"
"2021","3/3/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$534,644,188.98","$97,080,307.29","$133,258,351.89","380","380"
"2021","3/3/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$341,483.00","$2,271,073.00","($1,482,015.53)","6","6"
"2021","3/3/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($2,470,057.67)","($2,393,905.67)","($3,598,618.62)","41","41"
"2021","3/3/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$2,218,400.47","$2,218,400.47","$2,218,400.47","20","20"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","($2,202,846.00)","($2,202,846.00)","$10,699,273.00","10","10"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$22,685,758.40","$41,812,327.97","$46,812,032.78","523","523"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$1,448,424,257.75","$133,714,949.56","$134,983,649.18","17,841","17,841"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$5,128,468.59","$5,470,952.08","$7,376,276.20","27","27"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($381,205.74)","($381,205.74)","($381,205.74)","1","1"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$2,090,196.27","$1,778,100.34","$1,778,100.34","14","14"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$0.00","$0.00","1","1"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($62,284.40)","$3,627,644.08","$3,627,644.08","9","9"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$870,617.17","$870,617.17","$1,366,771.60","12","12"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$12,528.40","$26,790.70","$26,790.70","3","3"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","($6,576,163.20)","$1,478,950.86","$6,790,110.81","19","19"
"2021","3/3/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$3,476,687.87","$6,811,249.29","$14,580,081.61","31","31"
"2021","3/4/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$504,463,157.27","$283,645,183.73","$651,174,683.89","914","914"
"2021","3/4/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$163,664,019.78","$223,312,468.75","$259,307,160.07","689","689"
"2021","3/4/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$480,001,234.84","$243,270,359.80","$608,728,242.92","428","428"
"2021","3/4/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$5,979,704.92","$5,979,704.92","$5,979,704.92","2","2"
"2021","3/4/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$3,789,943.23","$4,000,525.42","$6,309,691.24","12","12"
"2021","3/4/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($1,673,185.17)","($1,672,885.17)","($1,662,531.95)","84","84"
"2021","3/4/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$6,158,918.64","$6,187,749.64","$6,187,749.64","84","28"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$44,800,976.00","$17,695,639.00","$12,406,723.00","9","9"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$8,200,291.30","$13,496,820.16","$16,402,771.59","2,441","2,441"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$246,281,154.65","$137,129,813.92","$132,700,493.31","16,635","16,635"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$105,055.17","$105,055.17","$103,581.72","73","73"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($807,175.87)","($807,175.87)","($807,175.87)","5","5"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($905,722.11)","($347,314.63)","$2,197,026.14","11","11"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$514,603.18","$2,115,009.14","$2,115,009.14","7","7"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($451,182.62)","$1,053,170.12","$1,675,254.91","11","11"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$116,944,133.41","$115,090,969.52","$58,161,425.58","25","25"
"2021","3/4/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$46,557,306.03","$23,511,100.59","$7,714,718.17","32","32"
"2021","3/5/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$412,917,375.79","$323,791,513.06","$1,631,428,897.07","674","674"
"2021","3/5/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$652,949,097.33","$387,424,268.92","$390,095,181.31","634","621"
"2021","3/5/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$68,741,205.06","$61,929,305.98","$327,101,624.07","340","340"
"2021","3/5/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$3,513,771.00","$478,203.00","5","5"
"2021","3/5/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$758,609.86","$758,609.86","$742,411.08","45","45"
"2021","3/5/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$40,192,155.65","$2,780,843.80","$2,780,843.80","18","18"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$18,921,547.00","$6,926,663.00","$16,874,586.00","14","14"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$8,861,612.77","$11,997,609.01","$17,232,171.26","348","348"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$100,514,873.36","$88,587,941.72","$82,239,639.72","13,944","13,944"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$9,964,999.96","$9,653,036.00","2","2"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$185,467.15","$112,512.41","$800,023.01","35","35"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($2,549,150.99)","($263,844.62)","($263,844.62)","7","7"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$1,094,021.06","$1,100,450.42","$3,496,072.82","14","14"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$100,020.00","$100,020.00","2","2"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$89,451.91","$9,693.91","$9,693.91","8","8"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$419,931.21","$1,694,867.08","$2,881,558.16","13","13"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$39,276.00","$39,276.00","$39,276.00","1","1"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$4,220,180.71","$4,245,091.71","$49,881,574.73","16","16"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$0.00","$0.00","($10,380,610.89)","1","1"
"2021","3/5/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$42,022,447.47","$41,649,850.94","$43,614,351.19","35","35"
"2021","3/6/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$6,024,637.77","$6,024,637.77","$6,077,803.90","9","9"
"2021","3/6/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$11,029,597.87","$5,884,975.59","$5,565,240.23","23","23"
"2021","3/6/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$17,727,170.31","$6,599,089.26","$22,732,474.45","18","18"
"2021","3/6/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$0.00","$0.00","($30,287.13)","1","1"
